level,symbol,segment_class,n_languages,pct_languages,pct_l1_weighted,pct_total_weighted,l1_with,total_with,top_allophones,merged_strict_variants
strict,m,consonant,2111,0.96968,0.9989,0.99948,6147741097,10335938440,mʷ(30) m̥(27) mʲ(25) ɱ(23) ŋ(20) n(14) mb(12) ɲ(7),
strict,s,consonant,1514,0.69545,0.95057,0.96828,5850286671,10013300831,ʃ(96) z(38) sʲ(24) sʷ(18) ts(10) h(7) ç(5) tʃ(4),
strict,j,consonant,1984,0.91135,0.89777,0.93486,5525380912,9667725916,j̃(26) j̥(24) ʝ(18) ɲ(14) i(8) ʒ(7) dʒ(7) jʷ(7),
strict,k,consonant,1991,0.91456,0.89725,0.75118,5522180644,7768262199,ɡ(106) kʰ(97) kʲ(54) kʷ(53) ɣ(28) ʔ(27) x(20) c(17),
strict,p,consonant,1881,0.86403,0.86675,0.73434,5334451595,7594093196,b(86) pʰ(82) pʷ(27) pʲ(27) ɸ(21) β(18) f(14) pɸ(7),
strict,l,consonant,1555,0.71429,0.8625,0.88292,5308280155,9130541333,r(35) lʲ(27) ɾ(24) l̥(23) d(23) n(21) ʎ(16) lˠ(13),
strict,i,vowel,2057,0.94488,0.82989,0.7255,5107555541,7502694413,ɪ(135) ĩ(79) i̥(41) e(30) j(28) ɨ(28) ə(9) ḭ(8),
strict,a,vowel,1962,0.90124,0.80692,0.71741,4966205679,7418940175,ã(79) ə(46) ɑ(40) æ(38) ʌ(33) ḁ(28) ɐ(19) ɛ(15),
strict,u,vowel,1976,0.90767,0.80473,0.70787,4952723818,7320345441,ʊ(85) ũ(72) u̥(32) o(31) w(25) ʉ(14) y(13) ɯ(11),
strict,f,consonant,952,0.4373,0.79425,0.86334,4888226068,8928079339,v(24) fʷ(23) fʲ(21) ɸ(18) p(6) fˠ(4) β(3) f̃(2),
strict,b,consonant,1369,0.62885,0.75724,0.79989,4660433431,8271982135,β(58) p(51) bʷ(38) mb(36) bʲ(31) v(12) b̥(11) m(10),
strict,n,consonant,1815,0.83372,0.75313,0.77334,4635155456,7997323703,ŋ(124) ɲ(58) nʲ(32) m(32) n̥(26) nʷ(18) ɳ(13) nd(12),
strict,w,consonant,1871,0.85944,0.74743,0.8002,4600054768,8275151950,w̃(28) β(27) ɥ(23) v(19) ʍ(15) ʋ(9) u(8) o(6),
strict,ɡ,consonant,1239,0.56913,0.73731,0.74726,4537797260,7727683556,ɣ(71) ɡʷ(37) ɡʲ(34) ŋɡ(31) k(28) ŋ(10) ɟ(10) ɡ̥(8),
strict,pʰ,consonant,369,0.1695,0.59228,0.64108,3645187466,6629643239,p(24) ɸ(10) f(8) pʲʰ(5) pʷʰ(3) ʰp(3) mpʰ(2) pˡ(2),
strict,kʰ,consonant,381,0.17501,0.58998,0.67517,3631056983,6982213114,k(27) x(8) cʰ(5) kʲʰ(4) kx(4) χ(4) ʰk(2) ŋkʰ(2),
strict,ŋ,consonant,1410,0.64768,0.58766,0.653,3616740566,6752926825,ŋʷ(23) ɲ(18) ŋʲ(14) m(12) n(12) ŋ̥(10) ŋɡ(9) ŋm(5),
strict,h,consonant,1242,0.57051,0.54964,0.62341,3382786945,6446932432,x(32) ɦ(27) hʷ(10) h̃(8) ç(7) hʲ(6) ɸ(5) χ(4),
strict,ə,vowel,509,0.23381,0.47981,0.58349,2952975404,6034021467,ə̃(17) a(12) ɐ(8) ɨ(8) i(6) ɪ(5) ø(5) ʌ(5),
strict,ɛ,vowel,836,0.38401,0.47838,0.58109,2944226686,6009295994,ɛ̃(47) e(42) æ(18) ɛ̥(12) ə(9) ɪ(3) œ(3) ɜ(3),
strict,t̪,consonant,527,0.24208,0.47593,0.40698,2929133820,4208676147,tʰ(21) d(17) tʲ(8) ð(4) tʷ(4) ts(3) θ(2) ɾ(2),
strict,t,consonant,1612,0.74047,0.45397,0.40771,2793986063,4216309090,tʰ(86) d(73) tʲ(34) tʷ(17) tʃ(13) ɾ(12) ts(11) r(8),
strict,d̪,consonant,304,0.13964,0.45103,0.41776,2775907147,4320208679,ð(11) t(11) nd(8) dʲ(5) d̥(5) ɾ(4) dð(2) θ(2),
strict,o,vowel,1412,0.6486,0.44697,0.38007,2750900368,3930388950,ɔ(81) õ(69) u(23) ʊ(17) o̥(15) ə(8) ɤ(7) ɔ̃(5),
strict,ʃ,consonant,760,0.3491,0.4402,0.5913,2709220059,6114795439,ʒ(14) ʃʲ(11) s(8) tʃ(5) ʃʷ(5) ʂ(4) ɕ(3) hʲ(1),
strict,z,consonant,661,0.30363,0.43385,0.57962,2670128195,5994056032,ʒ(37) dz(14) zʲ(10) dʒ(10) s(8) zʷ(7) z̥(7) s͉(4),
strict,ɔ,vowel,796,0.36564,0.42517,0.39695,2616703490,4105010556,ɔ̃(50) o(20) ɔ̥(9) ɒ(4) ø(2) ɤ(2) ʊ(2) ɑ(2),
strict,t̠ʃ,consonant,876,0.40239,0.39812,0.48842,2450215011,5050899380,dʒ(28) tʃʰ(22) ts(11) tʃʷ(9) c(6) ʃ(6) tʃʲ(5) tʲ(2),
strict,x,consonant,391,0.1796,0.39257,0.36364,2416075419,3760531515,h(16) xʷ(11) ɣ(11) xʲ(10) ç(9) χ(8) ɦ(2) ɡ(2),
strict,e,vowel,1438,0.66054,0.39195,0.3467,2412266177,3585337113,ɛ(101) ẽ(65) ɪ(20) ə(19) i(15) e̥(12) æ(7) ei(6),
strict,tʰ,consonant,273,0.1254,0.38608,0.4429,2376129197,4580173620,t(23) tʲʰ(4) d(3) tʷʰ(2) ʈʰ(2) ʰt(2) tⁿ(2) ntʰ(2),
strict,ɾ,consonant,582,0.26734,0.36602,0.24855,2252704358,2570369542,r(40) ɾ̃(10) l(9) d(8) ɺ(7) ɹ(7) ɾ̥(5) r̥(5),
strict,v,consonant,603,0.27699,0.34608,0.43749,2129978403,4524249638,w(16) vʲ(13) vʷ(10) β(10) f(9) ʋ(9) v̥(7) ɸ(3),
strict,iː,vowel,747,0.34313,0.32475,0.40544,1998696404,4192757127,ĩ(9) ɪ(6) e(5) ḭ(3) ɨ(3) ei(2) əi(2) eə(1),
strict,r,consonant,1049,0.48186,0.32337,0.32541,1990175866,3365150866,ɾ(73) r̥(29) rʲ(10) ɹ(10) d(9) ʁ(8) l(7) ɾ̥(5),
strict,ɲ,consonant,943,0.43316,0.323,0.28267,1987882851,2923223003,ŋ(15) n(11) m(8) ɲ̥(6) j̃(6) ɲʷ(6) ɲʲ(5) j(3),
strict,n̪,consonant,394,0.18098,0.31799,0.2797,1957107029,2892439522,ɲ(6) ŋ(6) m(4) n̥(3) ɳ(2) nʲ(2) nʷ(2) nt(1),
strict,d̠ʒ,consonant,608,0.27928,0.31707,0.41871,1951418256,4330054262,ʒ(14) ndʒ(13) tʃ(10) dʒʷ(9) dʒʲ(6) dz(3) tʃ͉(3) ɟ(3),
strict,d,consonant,1061,0.48737,0.31539,0.41519,1941088857,4293611645,nd(33) r(27) dʲ(22) t(21) ɾ(20) dʷ(16) l(14) ð(12),
strict,æ,vowel,147,0.06752,0.30149,0.38031,1855536017,3932885713,ɛ(8) æ̃(5) a(2) e(1) æə(1) ə(1) ɑ(1) æ̤(1),
strict,ts,consonant,497,0.2283,0.29792,0.24965,1833562577,2581717857,tʃ(41) dz(15) tsʰ(11) s(7) tsʲ(6) z(6) tsʷ(5) nts(2),
strict,ʊ,vowel,299,0.13734,0.26015,0.37495,1601115106,3877456266,ʊ̃(14) o(12) u(10) ʊ̥(8) ɔ(5) ʊ˞(2) ʊ̰(2) ʊ̤(2),
strict,ɪ,vowel,319,0.14653,0.25935,0.37171,1596192108,3843996076,i(20) ɪ̃(15) ɪ̥(6) e(6) ɛ(4) ə(3) ɯ(2) ɪ̤(2),
strict,uː,vowel,691,0.31741,0.25916,0.23527,1595029959,2433056084,ʊ(7) ũ(5) ṵ(3) o(3) ʉ(2) uə(2) ou(1) ɯ(1),
strict,ɖ,consonant,165,0.07579,0.25663,0.22916,1579462521,2369800114,ɽ(8) ɖʲ(2) dˀ(1) ɖˀ(1) ɖⁿ(1) ɖˡ(1) ɖʷˠ(1) ɳɖ(1),
strict,t̪ʰ,consonant,115,0.05282,0.25312,0.26148,1557825378,2704091341,t(5) tʲʰ(1) tˡ(1) tⁿ(1),
strict,ʈ,consonant,350,0.16077,0.24669,0.21519,1518270498,2225344775,ɖ(10) ʈʰ(2) ɽ(2) ʈˀ(1) ʈʷˠ(1) ʈʲ(1) d(1) ʈʷ(1),
strict,y,vowel,116,0.05328,0.24034,0.22963,1479159578,2374663498,ʏ(2) y̥(1) œ(1) j(1) ʒ(1) ʔy(1) ʔdʒ(1) ỹ(1),
strict,ʈʰ,consonant,82,0.03767,0.2388,0.21575,1469688844,2231171430,ʈ(3) ʈʲʰ(2) ʈⁿ(1) ʈˡ(1) ʈʷˠʰ(1),
strict,ʒ,consonant,313,0.14378,0.22168,0.30952,1364329648,3200902875,dʒ(11) ʃ(6) ʃ͉(5) ʒ̥(5) j(3) ʒʲ(3) ʑ(3) ʐ(2),
strict,ʂ,consonant,131,0.06017,0.22084,0.20062,1359195115,2074697414,ʂɻ(1) ʐ(1) s(1) ʃ(1),
strict,eː,vowel,493,0.22646,0.21966,0.20965,1351925231,2168046513,ɛ(14) ẽ(8) ɪ(4) i(3) ei(2) ḛ(2) ɤe(1) eə(1),
strict,ç,consonant,97,0.04456,0.21887,0.20162,1347048899,2084977438,x(2) çʰ(1) s(1) ch(1) h(1) ʲh(1) j̥(1),
strict,cç,consonant,93,0.04272,0.21686,0.19659,1334700533,2033015931,c(4) ɟʝ(3) ʃ(2) ç(1) ɟ̥ʝ(1),
strict,oː,vowel,483,0.22186,0.21559,0.20535,1326834349,2123645765,õ(9) u(6) ɔ(6) ɤ(2) ʊ(2) o̰(2) o̤(1) ou(1),
strict,tsʰ,consonant,137,0.06293,0.20867,0.1759,1284294405,1819021615,tʃʰ(3) tsʲʰ(2) ts(2) t̬sʰ(1) tsʷʰ(1) tsxʷ(1) tsç(1) tsx(1),
strict,cçʰ,consonant,34,0.01562,0.20709,0.19083,1274519667,1973441827,ʃ(1),
strict,ʔ,consonant,821,0.37712,0.20602,0.20207,1267931023,2089697494,ʔʲ(4) ʔʰ(3) ʔʷ(2) h(2) ɦ(2) q(2) k(2) wˀ(1),
strict,ɽ,consonant,129,0.05926,0.20122,0.1843,1238437382,1905859475,r(6) ɻ(3) ɽʲ(2) ɽ̥(2) ɽ̃(2) ɹ(1) ʈɽ(1) l(1),
strict,χ,consonant,143,0.06569,0.19083,0.16008,1174459126,1655395437,x(3) χʲ(3) h(2) ʁ(2) q(2) ʀ̥(1) χˤ(1) ɕ(1),
strict,tɕ,consonant,83,0.03813,0.18652,0.15374,1147965072,1589865984,c(1) tɕʰ(1) t(1) ʔc(1) ʔcʰ(1) ʔtɕ(1),
strict,b̤,consonant,39,0.01791,0.18445,0.1642,1135198900,1698079575,β(2) b(2) mb̤(1),
strict,ai,vowel,76,0.03491,0.1842,0.18672,1133677947,1930973241,aɪ(1) ʌi(1) ãĩ(1) ɛi(1) ae(1) i(1) e(1),
strict,au,vowel,60,0.02756,0.17933,0.182,1103663566,1882121557,ʌʊ(1) oʊ(1) aʊ(1) ao(1) ɔ(1) o(1) u(1),
strict,ɖ̤,consonant,26,0.01194,0.17577,0.15801,1081810000,1634039444,ɽ̤(2) ɳɖ̤(1) ɖ(1),
strict,ɤ,vowel,50,0.02297,0.17002,0.14275,1046396162,1476266019,ə(2) ɯ(2) ɤɰ(1) oɤ(1) e(1) ɪ(1) o(1) ɤ̥(1),
strict,aː,vowel,716,0.32889,0.16902,0.16927,1040225891,1750510517,ã(11) ɑ(5) a̰(3) a̤(2) ʌ(2) æ(2) ai(1) ɑ̴(1),
strict,ei,vowel,29,0.01332,0.1688,0.1488,1038909970,1538834410,ɛi(1) e(1),
strict,θ,consonant,82,0.03767,0.16841,0.25262,1036474005,2612480513,ð(5) t(3) θ̬(2) tθ(1) nθ(1) w(1) j(1) f(1),
strict,uə,vowel,22,0.01011,0.16739,0.14084,1030222482,1456431705,,
strict,ou,vowel,21,0.00965,0.16678,0.14531,1026446060,1502697438,ɔʊ(1),
strict,iu,vowel,22,0.01011,0.16546,0.13432,1018339180,1389100435,,
strict,tɕʰ,consonant,40,0.01837,0.16304,0.13741,1003454660,1420994935,cʰ(1) t(1) tɕ(1) ɕ(1),
strict,ɕ,consonant,78,0.03583,0.16281,0.13757,1002003902,1422686479,s(2) ʒ(1) sʲ(1) ʃ(1),
strict,ɥ,consonant,35,0.01608,0.16256,0.16111,1000480000,1666126911,y(2) ʝʷ(1) ɥ̥(1),
strict,ʊ̃,vowel,64,0.0294,0.1625,0.15401,1000133100,1592698391,ɯ̃(1),
strict,õ,vowel,268,0.12311,0.16224,0.14769,998489424,1527359055,ɔ̃(5) ũ(1) ə(1) ʌ(1) o(1) õi(1),
strict,ia,vowel,39,0.01791,0.16128,0.13639,992593442,1410407435,,
strict,ua,vowel,35,0.01608,0.16054,0.13522,988033568,1398339497,ɣua(1) ʊɛ(1) ʊa(1),
strict,ʐ,consonant,63,0.02894,0.15941,0.13583,981105215,1404621504,ʐˀ(1) ʂ(1) ʐd(1) ʐʰ(1),
strict,ɪ̃,vowel,71,0.03261,0.15543,0.14933,956584037,1544242718,,
strict,t̠ʃʰ,consonant,146,0.06706,0.15284,0.1737,940672673,1796314774,tʃ(5) tʃʲʰ(3) tsʰ(2) t̬ʃʰ(1) sʲ(1) s(1) stʃ(1) ʰtʃ(1),
strict,ie,vowel,22,0.01011,0.1527,0.12983,939773710,1342603379,,
strict,ʃ̺,consonant,3,0.00138,0.1516,0.13019,933000000,1346327512,,
strict,uo,vowel,7,0.00322,0.15091,0.12814,928787200,1325189426,,
strict,uai,vowel,3,0.00138,0.15083,0.1281,928310000,1324682915,,
strict,ʎ,consonant,86,0.0395,0.15073,0.09502,927658981,982585667,l̥ʲ(2) ʎ̥(1) l(1) j(1) lʲ(1),
strict,ʈʂ,consonant,69,0.03169,0.15045,0.12978,925924062,1342106312,ʈ(2) ɖʐ(1) ts(1) ʈʂʰ(1),
strict,ʈʂʰ,consonant,35,0.01608,0.15011,0.12943,923844743,1338447267,,
strict,ə˞,vowel,6,0.00276,0.14921,0.12813,918344100,1324992608,,
strict,a˞,vowel,4,0.00184,0.14916,0.12809,918030000,1324648659,ɐ˞(1),
strict,ye,vowel,3,0.00138,0.14916,0.12809,918014100,1324632759,,
strict,iau,vowel,2,0.00092,0.14916,0.12809,918010000,1324628659,,
strict,iou,vowel,1,0.00046,0.14916,0.12809,918000000,1324618659,,
strict,t̠ʃ̺ʰ,consonant,1,0.00046,0.14916,0.12809,918000000,1324618659,,
strict,uei,vowel,1,0.00046,0.14916,0.12809,918000000,1324618659,,
strict,ɦ,consonant,68,0.03124,0.14728,0.14938,906426467,1544756466,h(5) x(2) ɦʲ(1) ɦˠ(1) ɦʷˠ(1) ɦ̃(1) ɦ̥(1) ∅(1),
strict,e̞,vowel,196,0.09003,0.14333,0.09128,882137174,943982418,ɛ(9) e̥(5) ḛ(3) ẽ(2) ɤ(2) ee(1) ḛ̃(1) e̤(1),
strict,ĩ,vowel,405,0.18604,0.13885,0.12336,854558417,1275748178,ɪ̃(7) ḭ̃(1) ĩˤ(1) i(1) ỹ(1) ĩi(1) ŋ(1) ɴ(1),
strict,ũ,vowel,375,0.17226,0.12074,0.08743,743086225,904136011,ʊ̃(3) m(1) õ(1) ỹ(1) ũˤ(1) ɨ̃(1) ɔ̃(1) w̃(1),
strict,o̞,vowel,196,0.09003,0.11736,0.07468,722310653,772325873,ɔ(9) õ(4) o̰(4) o̥(3) ʊ(2) ɵ(2) ø(2) oo(1),
strict,d̪̤,consonant,23,0.01056,0.11338,0.12089,697780000,1250171078,nd̤(1) d(1),
strict,ʋ,consonant,44,0.02021,0.11297,0.11907,695306868,1231300760,w(4) β(2) ʋ̃(1) ʋʲ(1) u(1) ʍ(1) b(1) v(1),
strict,ɳ,consonant,308,0.14148,0.11078,0.08837,681793207,913883429,ɽ̃(3) ɳ̥(2) ɳʲ(1) ʲɳ(1) ɳʷ(1),
strict,ɡʱ,consonant,41,0.01883,0.10701,0.09275,658570307,959154303,ɡ̤(1),
strict,c,consonant,313,0.14378,0.1011,0.07488,622220277,774374579,ɟ(14) tʃ(10) cʰ(5) ʃ(5) j(4) ç(4) s(3) cç(2),
strict,ɣ,consonant,309,0.14194,0.09481,0.15049,583480297,1556257525,ɡ(12) ɣʷ(8) x(6) ɰ(6) ɣʲ(5) j(4) ʝ(3) ʁ(3),
strict,æ̃,vowel,29,0.01332,0.09436,0.08049,580755355,832367793,ã(1),
strict,ð,consonant,118,0.0542,0.09093,0.20323,559624191,2101644041,d(6) dð(1) ðʲ(1) θ͉(1) ʐ(1) θ(1) v(1) ð̥(1),
strict,ẽ̞,vowel,37,0.017,0.09039,0.08552,556298707,884437201,ɛ̃(1),
strict,ɔ̃,vowel,179,0.08222,0.08909,0.08,548282330,827261249,ʊ̃(1) ɔ̃i(1),
strict,ũː,vowel,68,0.03124,0.08679,0.10038,534152628,1038032202,,
strict,ʁ,consonant,93,0.04272,0.08646,0.07913,532131629,818290100,ʁ̥(4) ɢ(3) ɣ(3) χ(3) ʀ(2) ʁʲ(2) ɐ(2) χ͉(1),
strict,ɒ,vowel,37,0.017,0.08635,0.20881,531430192,2159395763,ɔ(2) ɑ(2) ɒ̃(2) a(1) ʔɒ(1),
strict,ɛː,vowel,248,0.11392,0.08541,0.11254,525639206,1163816286,ɛ̃(5) æ(3) e(1),
strict,ɐ,vowel,49,0.02251,0.08137,0.06395,500789393,661298676,ɐi(2) ɐ̥(2) ə(2) ɑ(2) ɐ̃(2) ɶ(1) ɐ̰(1) a(1),
strict,ẽ,vowel,250,0.11484,0.08053,0.05329,495653550,551048649,ɛ̃(4) e(1) ẽi(1),
strict,ɭ,consonant,284,0.13045,0.08013,0.06638,493140510,686446628,ɭ̥(2) ɭʲ(1) ʲɭ(1) ɭʷ(1),
strict,ĩː,vowel,69,0.03169,0.07941,0.09506,488753422,983096028,,
strict,l̪,consonant,169,0.07763,0.07847,0.07725,482973364,798913382,l̥(3) lʲ(2) r(2) ɽ(1) ɫ(1) ɭ(1) n(1) d(1),
strict,õː,vowel,44,0.02021,0.07758,0.09439,477463174,976107808,ũ(1),
strict,ã,vowel,388,0.17823,0.07736,0.06383,476129741,660135115,æ̃(3) ʌ̃(1) ə̃(1) ɒ̃(1) ãˤ(1) a(1),
strict,ɟ,consonant,280,0.12862,0.07663,0.07646,471639165,790664827,c(7) dʒ(5) ɲɟ(3) ɲ(3) ɟʝ(2) ɟ̥(2) j(2) ɡʲ(2),
strict,ɡ̤,consonant,9,0.00413,0.0746,0.0723,459134500,747679800,ɡ(2) ŋɡ̤(1) ɣ(1),
strict,ɯ,vowel,134,0.06155,0.07418,0.04549,456572364,470454575,ɯ̥(5) ɤ(4) ɯ̃(4) ɰ(2) ə(2) ɰə(1) ɨ(1) ɯ̰(1),
strict,s̪,consonant,84,0.03859,0.07193,0.07067,442714804,730815138,z(3) sʲ(1) ʃ(1) sˠ(1),
strict,ẽː,vowel,36,0.01654,0.06828,0.08796,420246030,909662944,,
strict,ɟʝ,consonant,80,0.03675,0.06743,0.06834,415027982,706724722,ʝ(2) ɟ(2) cç(2) ɲɟʝ(1) ɟ̊ʝ̊(1),
strict,aɪ,vowel,7,0.00322,0.06727,0.17138,413996360,1772305664,a(2) ɛ(1) i(1),
strict,aʊ,vowel,4,0.00184,0.06697,0.17118,412178140,1770265284,,
strict,ɹ,consonant,38,0.01746,0.06494,0.16994,399663747,1757429431,ɾ(5) r(3) ɹ̥(3) l(2) n(2) ɣ(1) ɯ(1) d(1),
strict,cʰ,consonant,63,0.02894,0.06314,0.03961,388609618,409622222,c(3) cç(1) ç(1) tɕʰ(1) s(1) ɕ(1),
strict,ɑ,vowel,161,0.07395,0.06247,0.0479,384444383,495373231,a(6) ɑ̃(5) ə(5) ʌ(4) ɔ(3) ɐ(3) e(3) ɒ(2),
strict,z̪,consonant,46,0.02113,0.06221,0.06345,382866115,656178632,s(2) s͉(1) zʲ(1) ʒ(1) z̥(1),
strict,ɔɪ,vowel,4,0.00184,0.06192,0.16779,381086290,1735123986,,
strict,ɟ̤ʝ,consonant,19,0.00873,0.05797,0.06253,356750000,646688108,,
strict,dz,consonant,239,0.10978,0.05709,0.04666,351365115,482531590,dʒ(27) ndz(10) z(6) dzʲ(3) ʒ(2) dzʷ(2) t͉s(1) dzʷˠ(1),
strict,œ,vowel,57,0.02618,0.05555,0.06468,341894510,668910743,ʏ(2) ø(1) y(1) œ̃(1) ɶ(1) <œ>(1),
strict,ɨ,vowel,382,0.17547,0.0546,0.04028,336059063,416561291,ɨ̃(16) ɪ(9) i(6) u(5) ɨ̥(5) ə(5) ʉ(3) ɯ(3),
strict,ɔː,vowel,248,0.11392,0.05295,0.06411,325885600,662992752,ɔ̃(4) ɒ(2) o(1) ø(1) ɪ(1) ʌ(1),
strict,q,consonant,170,0.07809,0.05069,0.09279,311973397,959599826,qʰ(10) χ(6) ɢ(5) ʁ(5) qχ(3) x(3) qʲ(2) ɣ(1),
strict,kʷ,consonant,288,0.13229,0.05045,0.03841,310484647,397214594,ɡʷ(6) kʷʰ(3) k(3) ɣʷ(2) ŋkʷ(1) qʷ(1) hʷ(1) kʰ(1),
strict,ʌ,vowel,99,0.04548,0.04949,0.03457,304578945,357514531,ɑ(3) ɔ(3) ə(3) ɜ(2) a(2) e(2) ʌ̥(1) ɛ(1),
strict,ɓ,consonant,241,0.1107,0.04635,0.05275,285243496,545512085,ɓʷ(6) b(5) p(3) ɓ̥(3) ɓʲ(3) bʷ(2) m(2) ɡb(1),
strict,ɑ̃,vowel,32,0.0147,0.04262,0.07759,262285590,802341546,ə(1) ʌ(1) ã(1) æ̃(1) ə̃(1) ɑ̃i(1),
strict,õ̞,vowel,50,0.02297,0.04218,0.03556,259579727,367741080,ʌ̃(1) ɔ̃(1) ɤ̃(1) õ̰(1),
strict,ɐ̃,vowel,7,0.00322,0.04133,0.02413,254356600,249520821,,
strict,ɗ,consonant,204,0.09371,0.04017,0.04781,247214806,494429011,d(4) ɗʲ(2) t(2) l(2) nɗ(1) ɗʷ(1) ʔʲ(1) ɗ̥(1),
strict,ə̃,vowel,62,0.02848,0.03943,0.05831,242655773,602971631,ə̥̃(1) ŋ(1) ɴ(1),
strict,a̟,vowel,29,0.01332,0.03924,0.05549,241510417,573884234,ɑ(2) ɒ(2) æ(2) ã(1) ɐ(1) ə(1) ʌ(1),
strict,bʰ,consonant,13,0.00597,0.03792,0.02195,233351900,226950140,,
strict,ɖʰ,consonant,11,0.00505,0.03791,0.02194,233338000,226936240,,
strict,ø,vowel,65,0.02986,0.03785,0.05013,232968261,518451679,ø̥(2) ø̃(1) ə(1) œ(1) ʏ(1) y(1),
strict,æː,vowel,44,0.02021,0.03675,0.02414,226164347,249593952,ɛ(2) æ̃(1) ɒ(1) a(1),
strict,ɡʰ,consonant,12,0.00551,0.03675,0.0212,226151900,219199925,,
strict,kʲ,consonant,73,0.03353,0.0362,0.02694,222792271,278600937,ŋɡʲ(1) kxʲ(1) k(1) kʲʰ(1) c(1) tʲ(1),
strict,ħ,consonant,58,0.02664,0.03555,0.05795,218791523,599261484,ħʷ(1) ħ̃(1) x(1),
strict,bː,consonant,43,0.01975,0.03488,0.02555,214677795,264239025,p(1) b̥(1),
strict,ɡː,consonant,38,0.01746,0.03417,0.02423,210278795,250586942,ɡˤ(1) k̥(1),
strict,ʕ,consonant,42,0.01929,0.03381,0.02043,208097476,211250320,ɥ(1) ʕˀ(1) ʕ̥(1) ʜ(1),
strict,nː,consonant,67,0.03078,0.03318,0.02496,204210252,258143840,nˤ(1) ŋ(1) nn̥(1),
strict,kː,consonant,59,0.0271,0.03283,0.02283,202066425,236112552,ɡ(2) kˤ(1) ˀk(1) qχʰ(1) kʲ(1) kʰ(1),
strict,mː,consonant,68,0.03124,0.0326,0.0244,200648852,252354631,mm̥(1),
strict,pʲ,consonant,48,0.02205,0.03202,0.02439,197057480,252259736,pʲʰ(1) pɸʲ(1),
strict,sʲ,consonant,32,0.0147,0.03196,0.02412,196713750,249447286,ʃʲ(1) zʲ(1) ʃ(1) tʃ(1),
strict,bʲ,consonant,39,0.01791,0.03193,0.02452,196523218,253530417,pʲ(1) b̥ʲ(1),
strict,lʲ,consonant,51,0.02343,0.03183,0.02425,195925731,250810940,l̥ʲ(3) ɮ(1) lʷʲ(1),
strict,ɟʰ,consonant,8,0.00367,0.03181,0.01963,195788000,202953216,,
strict,rː,consonant,36,0.01654,0.0307,0.02239,188922090,231557681,rr̥(1),
strict,ɛ̃,vowel,190,0.08728,0.03041,0.04754,187148116,491613459,ẽ(4) ãʲ(1) ɛ̃i(1),
strict,d̪ʰ,consonant,8,0.00367,0.03014,0.01641,185513900,169725470,,
strict,ɡʷ,consonant,150,0.0689,0.03,0.01934,184637628,200005575,kʷ(2) ɡ(2) ɡ̥ʷ(1) kʷʰ(1) ɡʲ(1),
strict,lː,consonant,59,0.0271,0.02968,0.0222,182693835,229595620,lʎ(1) ll̥(1),
strict,d̪ʲ,consonant,5,0.0023,0.02949,0.02257,181520062,233358822,,
strict,n̪ʲ,consonant,5,0.0023,0.02939,0.02252,180910073,232930892,,
strict,ɯː,vowel,28,0.01286,0.02898,0.01654,178373528,171032698,u(1) ɯ̃(1),
strict,dː,consonant,31,0.01424,0.02841,0.01995,174863790,206325476,,
strict,ʃː,consonant,33,0.01516,0.02764,0.01871,170125095,193482922,ʃˤ(1) s(1),
strict,mʲ,consonant,50,0.02297,0.02758,0.0217,169733870,224407563,m̥ʲ(1),
strict,fʲ,consonant,26,0.01194,0.02737,0.02151,168474493,222457012,,
strict,vʲ,consonant,18,0.00827,0.02732,0.02144,168144430,221738203,βʲ(1),
strict,yː,vowel,43,0.01975,0.02725,0.02397,167733997,247851316,yə(2),
strict,zʲ,consonant,20,0.00919,0.02725,0.02136,167728225,220889130,,
strict,ʀ,consonant,11,0.00505,0.027,0.04722,166162324,488357893,r(2) ʁ(2) χ(2) ʌ(1) ʀ̥(1) ə(1) ɐ(1),
strict,fː,consonant,33,0.01516,0.02676,0.01855,164707442,191874399,ɸ(1) fˤ(1),
strict,m̩,consonant,15,0.00689,0.02646,0.03297,162874710,340907009,ɱ(2) ŋ(1) n(1) ɲ(1),
strict,n̪|n,consonant,120,0.05512,0.0263,0.01822,161840549,188373483,,
strict,tː,consonant,43,0.01975,0.02614,0.01835,160871085,189791284,tʲ(1) tʰ(1),
strict,s̪|s,consonant,99,0.04548,0.0259,0.01796,159419745,185760168,,
strict,t̪|t,consonant,113,0.05191,0.02568,0.0149,158029733,154109088,,
strict,t̪ʰ|tʰ,consonant,38,0.01746,0.02548,0.01496,156839209,154694631,,
strict,t̪ʲ,consonant,7,0.00322,0.02523,0.0202,155264610,208937122,,
strict,kʷʰ,consonant,35,0.01608,0.02504,0.0221,154115664,228501532,kxʷ(1) kʷ(1),
strict,ʃˠ,consonant,1,0.00046,0.02502,0.02013,154000000,208192519,ʃʲ(1),
strict,ʒˠ,consonant,1,0.00046,0.02502,0.02013,154000000,208192519,,
strict,sˤ,consonant,9,0.00413,0.02502,0.01547,153970000,160028641,,
strict,ä,vowel,52,0.02389,0.02495,0.01792,153562370,185278895,,
strict,sː,consonant,50,0.02297,0.02408,0.01612,148195415,166741039,,
strict,t̪s̪ʰ|tsʰ,consonant,20,0.00919,0.02393,0.01403,147301844,145132881,,
strict,tˤ,consonant,7,0.00322,0.02384,0.01483,146710000,153325464,,
strict,t̪s̪|ts,consonant,32,0.0147,0.02365,0.01359,145573614,140587968,,
strict,hː,consonant,11,0.00505,0.02322,0.01445,142927000,149454437,,
