level,symbol,segment_class,n_languages,pct_languages,pct_l1_weighted,pct_total_weighted,l1_with,total_with,top_allophones,merged_strict_variants
strict,ə̰̃,vowel,1,0.00046,0.0,0.0,7000,7000,,
strict,ɛ̰̃,vowel,1,0.00046,0.0,0.0,7000,7000,,
strict,oːu,vowel,1,0.00046,0.0,0.0,6780,6780,,
strict,y̆,vowel,1,0.00046,0.0,0.0,6780,6780,ɔ(1) ø(1),
strict,ɯ̆,vowel,1,0.00046,0.0,0.0,6780,6780,,
strict,ʰq,consonant,1,0.00046,0.0,0.0,6780,6780,,
strict,çː,consonant,2,0.00092,0.0,0.0,6500,6500,,
strict,tɬʰː,consonant,2,0.00092,0.0,0.0,6130,6130,,
strict,ĩ̞,vowel,1,0.00046,0.0,0.0,6000,6000,,
strict,kxʰː,consonant,1,0.00046,0.0,0.0,6000,6000,,
strict,qχʰː,consonant,1,0.00046,0.0,0.0,6000,6000,,
strict,ʃʼː,consonant,1,0.00046,0.0,0.0,6000,6000,,
strict,χʼː,consonant,1,0.00046,0.0,0.0,6000,6000,,
strict,ts͇,consonant,1,0.00046,0.0,0.0,5500,5500,,
strict,f̰,consonant,1,0.00046,0.0,0.0,5130,6574,,
strict,θ̰,consonant,1,0.00046,0.0,0.0,5130,6574,,
strict,ʱn,consonant,2,0.00092,0.0,0.0,4240,4240,,
strict,aᴱ,vowel,1,0.00046,0.0,0.0,4200,4200,,
strict,dʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,d̪x,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,d̪ʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,eˤ,vowel,1,0.00046,0.0,0.0,4200,4200,,
strict,kǀh,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǀkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǀʔ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǁh,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǁkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǁʔ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǂh,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǂkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǂʔ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǃh,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǃkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kǃʔ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kʘh,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kʘkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kʘx,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kʘʔ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,kʘʰ,consonant,1,0.00046,0.0,0.0,4200,4200,qʘʰ(1),
strict,oᴱ,vowel,1,0.00046,0.0,0.0,4200,4200,,
strict,pʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǀ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǀʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǁ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǁʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǂ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǂʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǃ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qǃʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qʘ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,qʘʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,tʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,t̪x,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,t̪ʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,uᴱ,vowel,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋʘ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋ̊ǀ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋ̊ǁ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋ̊ǂ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋ̊ǃ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ŋ̊ʘ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡǀkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡǀkʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɡǀqʰ(1),
strict,ɡǁkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡǁkʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɡǁqʰ(1),
strict,ɡǂkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡǂkʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɡǂqʰ(1),
strict,ɡǃkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡǃkʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɡǃqʱ(1),
strict,ɡʘ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡʘkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡʘkʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɡʘqʰ(1),
strict,ɡʘx,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɡʼkxʼ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ɢǀ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴǀɢ(1),
strict,ɢǀqʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴɢǀqʰ(1),
strict,ɢǁ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴǁɢ(1),
strict,ɢǁqʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴɢǁqʰ(1),
strict,ɢǂ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴǂɢ(1),
strict,ɢǃ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴǃɢ(1),
strict,ɢǃqʰ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴɢǃqʰ(1),
strict,ɢʘ,consonant,1,0.00046,0.0,0.0,4200,4200,ɴʘɢ(1),
strict,ɢʱ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ʔŋǀ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ʔŋǁ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ʔŋǂ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ʔŋǃ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,ʔŋʘ,consonant,1,0.00046,0.0,0.0,4200,4200,,
strict,n̪̩,consonant,1,0.00046,0.0,0.0,4100,4100,,
strict,uɑ˞,vowel,1,0.00046,0.0,0.0,4100,4100,,
strict,yi,vowel,1,0.00046,0.0,0.0,4100,4100,,
strict,ɑ˞,vowel,1,0.00046,0.0,0.0,4100,4100,,
strict,ɨ̞̃,vowel,1,0.00046,0.0,0.0,3802,3802,,
strict,ɹ̝,consonant,1,0.00046,0.0,0.0,2700,2700,,
strict,aʲ,vowel,2,0.00092,0.0,0.0,2525,2525,,
strict,xʼ,consonant,2,0.00092,0.0,0.0,2500,8707,,
strict,aʲː,vowel,1,0.00046,0.0,0.0,2400,2400,,
strict,ɬˠ,consonant,1,0.00046,0.0,3e-05,2025,295724,,
strict,ɾ̥ʲ,consonant,1,0.00046,0.0,3e-05,2025,295724,,
strict,ai̯ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,auː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ãɪ̯ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,d̺z̺,consonant,1,0.00046,0.0,0.0,2000,2000,,
strict,d̺z̺ː,consonant,1,0.00046,0.0,0.0,2000,2000,,
strict,i̯uo,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,i̯ũo,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,s̺ː,consonant,1,0.00046,0.0,0.0,2000,2000,,
strict,t̺s̺ː,consonant,1,0.00046,0.0,0.0,2000,2000,,
strict,uoː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ũo,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ũoː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,yœː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ỹœ,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ỹœː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɔy̯ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɔ̞ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɔ̞̃,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɔ̞̃ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɪɛː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɪ̃ɛ,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɪ̃ɛː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ʏ̃,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ʏ̃ː,vowel,1,0.00046,0.0,0.0,2000,2000,,
strict,ɹ̪̥|ɹ̥,consonant,1,0.00046,0.0,0.0,1800,1800,,
strict,ɾ͓,consonant,1,0.00046,0.0,0.0,1800,1800,,
strict,ɟ̰̩,consonant,1,0.00046,0.0,0.0,1700,1700,tʃ(1) ʲd(1) ʲt(1),
strict,R̪̥|R̥,consonant,1,0.00046,0.0,0.0,1500,1500,,
strict,i̤ə̤,vowel,1,0.00046,0.0,0.0,1500,1500,,
strict,ṳə̤,vowel,1,0.00046,0.0,0.0,1500,1500,,
strict,ɯ̤ə̤,vowel,1,0.00046,0.0,0.0,1500,1500,,
strict,ʱw,consonant,2,0.00092,0.0,0.0,1140,1140,,
strict,d̪ʷ|dʷ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχʷ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχʷʼ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχʷˤ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχʷˤʼ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχˤ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχˤʼ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,qχˤː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,s̪ʷː|sʷː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,t̪ɬ̪ʷʰ|tɬʷʰ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,t̪ɬ̪ʷʼ|tɬʷʼ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,t̪ʷʰ|tʷʰ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,t̪ː|tː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,z̪ʷ|zʷ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,ɬ̪ʷ|ɬʷ,consonant,1,0.00046,0.0,0.0,970,970,,
strict,ɬ̪ʷː|ɬʷː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,χʷˤː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,χˤː,consonant,1,0.00046,0.0,0.0,970,970,,
strict,eɛ,vowel,1,0.00046,0.0,0.0,938,938,,
strict,oɔ,vowel,1,0.00046,0.0,0.0,938,938,,
strict,ʰc,consonant,1,0.00046,0.0,0.0,900,900,,
strict,ʱb,consonant,1,0.00046,0.0,0.0,900,900,,
strict,ʱj,consonant,1,0.00046,0.0,0.0,900,900,,
strict,ʱɟ,consonant,1,0.00046,0.0,0.0,900,900,,
strict,e̞̰,vowel,2,0.00092,0.0,0.0,823,823,,
strict,ẽ̞̰,vowel,1,0.00046,0.0,0.0,720,720,,
strict,hˀ,consonant,1,0.00046,0.0,0.0,720,720,,
strict,o̞̰,vowel,1,0.00046,0.0,0.0,720,720,,
strict,õ̞̰,vowel,1,0.00046,0.0,0.0,720,720,,
strict,ɺ̠̰,consonant,1,0.00046,0.0,0.0,720,720,,
strict,ɤ̞ː,vowel,2,0.00092,0.0,0.0,655,655,,
strict,ˀj̥,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀkʷ,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀl̪̥,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀm̥,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀn̪̥,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀq,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀt̪,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀt̪s,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀt̪ɬ,consonant,1,0.00046,0.0,0.0,610,610,,
strict,ˀw̥,consonant,1,0.00046,0.0,0.0,610,610,,
strict,d̪z̪ʲ|dzʲ,consonant,1,0.00046,0.0,0.0,600,297,,
strict,r̪ʲ|rʲ,consonant,1,0.00046,0.0,0.0,600,297,,
strict,t̪s̪ʲ|tsʲ,consonant,1,0.00046,0.0,0.0,600,297,,
strict,β̞ʲ,consonant,1,0.00046,0.0,0.0,600,297,,
strict,l̥ʲ,consonant,3,0.00138,0.0,0.0,584,584,,
strict,ʈˀ,consonant,1,0.00046,0.0,0.0,550,550,,
strict,r̥ʲ,consonant,2,0.00092,0.0,0.0,502,502,,
strict,bʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,b̥ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,d̥z̥ʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,d̥ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,fʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,kʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,l̥ʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,mʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,m̥ʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,m̥ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,n̥ʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,n̥ʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,n̥ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,o̞ä,vowel,1,0.00046,0.0,0.0,500,500,,
strict,pʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,rʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,r̥ʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,r̥ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,tsʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,tsˀ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,tɕː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,uä,vowel,1,0.00046,0.0,0.0,500,500,,
strict,ue̞,vowel,1,0.00046,0.0,0.0,500,500,,
strict,xʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,xʷʼ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,zʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ŋʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ɡʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ɡ̊ː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ɬ̪ʼ|ɬʼ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʂː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʝː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʰkʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʰpʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʰtsʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʰtɕ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,ʰtʲ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,βʲː,consonant,1,0.00046,0.0,0.0,500,500,,
strict,χʷʼ,consonant,1,0.00046,0.0,0.0,500,500,,
strict,iɐ,vowel,1,0.00046,0.0,0.0,420,619,,
strict,ua̟,vowel,1,0.00046,0.0,0.0,420,619,,
strict,uɐ,vowel,1,0.00046,0.0,0.0,420,619,,
strict,ɑ̆,vowel,1,0.00046,0.0,0.0,420,619,,
strict,ɛa̟,vowel,1,0.00046,0.0,0.0,420,619,,
strict,ɛɐ,vowel,1,0.00046,0.0,0.0,420,619,,
strict,cˀ,consonant,1,0.00046,0.0,0.0,400,400,,
strict,ɗ̠,consonant,1,0.00046,0.0,0.0,400,400,,
strict,ɔ̟̜,vowel,2,0.00092,0.0,0.0,218,218,,
strict,Rʲ,consonant,1,0.00046,0.0,0.0,150,150,,
strict,ɔ̃ĩ,vowel,2,0.00092,0.0,0.0,145,145,,
strict,cʰː,consonant,1,0.00046,0.0,0.0,130,130,,
strict,qχʰ,consonant,1,0.00046,0.0,0.0,130,130,,
strict,ãʲ,vowel,1,0.00046,0.0,0.0,125,125,,
strict,oʲ,vowel,1,0.00046,0.0,0.0,125,125,,
strict,õʲ,vowel,1,0.00046,0.0,0.0,125,125,,
strict,u̟,vowel,1,0.00046,0.0,0.0,125,125,,
strict,u̯ɑ,vowel,1,0.00046,0.0,0.0,125,125,,
strict,ɨ̃ĩ,vowel,1,0.00046,0.0,0.0,125,125,,
strict,ɵ̞̰,vowel,1,0.00046,0.0,0.0,103,103,,
strict,l̻̰,consonant,1,0.00046,0.0,0.0,100,100,ˀl̥(1),
strict,ãɛ̃,vowel,1,0.00046,0.0,0.0,93,93,,
strict,pʰː,consonant,1,0.00046,0.0,0.0,93,93,,
strict,ħ̃ʲ,consonant,1,0.00046,0.0,0.0,93,93,,
strict,œ̃ɛ̃,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɔ̟̜ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɔ̟̜̃ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɔ̟̜̰,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɛ̃ːi̯,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɞ̜,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɞ̜ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɞ̜̃ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɞ̜̰,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɟ̥ʝ̥,consonant,1,0.00046,0.0,0.0,93,93,,
strict,ɨ̞ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɨ̞̃ː,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ɨ̞̰,vowel,1,0.00046,0.0,0.0,93,93,,
strict,ʉ̰,vowel,1,0.00046,0.0,0.0,93,93,,
strict,o̞̜,vowel,1,0.00046,0.0,0.0,82,82,,
strict,q̺,consonant,1,0.00046,0.0,0.0,82,82,,
strict,t̺ɕ̺,consonant,1,0.00046,0.0,0.0,82,82,,
strict,t̺ɕ̺ʼ,consonant,1,0.00046,0.0,0.0,82,82,,
strict,yø,vowel,1,0.00046,0.0,0.0,70,70,,
strict,øə,vowel,1,0.00046,0.0,0.0,70,70,,
strict,ɔʏ,vowel,1,0.00046,0.0,0.0,70,70,,
strict,uœ,vowel,1,0.00046,0.0,0.0,50,50,,
strict,tɬ̰,consonant,1,0.00046,0.0,0.0,40,40,,
strict,ɾ̰,consonant,1,0.00046,0.0,0.0,30,30,,
strict,ʔɾ,consonant,1,0.00046,0.0,0.0,30,30,,
strict,a̟i,vowel,1,0.00046,0.0,0.0,20,20,,
strict,ã̟ĩ,vowel,1,0.00046,0.0,0.0,20,20,,
strict,d̪l̪,consonant,1,0.00046,0.0,0.0,20,20,,
strict,t̰s̰,consonant,1,0.00046,0.0,0.0,20,20,,
strict,s̻θ,consonant,1,0.00046,0.0,0.0,12,12,θ(1),
strict,t̠ːʃ,consonant,1,0.00046,0.0,0.0,12,12,,
strict,o̞̜ː,vowel,1,0.00046,0.0,0.0,11,11,,
strict,ə̞̆,vowel,1,0.00046,0.0,0.0,11,11,,
strict,ʡˤ,consonant,1,0.00046,0.0,0.0,11,11,,
strict,t̻s̻ʰ,consonant,1,0.00046,0.0,0.0,8,8,,
strict,t̻s̻ʼ,consonant,1,0.00046,0.0,0.0,8,8,,
strict,t̪ʙ,consonant,1,0.00046,0.0,0.0,5,5,,
strict,wʼ,consonant,1,0.00046,0.0,0.0,4,4,,
strict,yʼ,vowel,1,0.00046,0.0,0.0,4,4,,
strict,ɹˤ,consonant,1,0.00046,0.0,0.0,4,4,,
strict,ɹ̰ˤ,consonant,1,0.00046,0.0,0.0,4,4,,
strict,ʕʷʼ,consonant,1,0.00046,0.0,0.0,4,4,,
strict,ʕʼ,consonant,1,0.00046,0.0,0.0,4,4,,
strict,iɛi̯,vowel,1,0.00046,0.0,0.0,2,2,,
strict,oä,vowel,1,0.00046,0.0,0.0,2,2,,
strict,ɨi̯,vowel,1,0.00046,0.0,0.0,2,2,,
strict,ɫ̥,consonant,1,0.00046,0.0,0.0,2,2,,
strict,ɨ̰,vowel,1,0.00046,0.0,0.0,1,1,,
strict,d̙ˤ,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,d̪ʒ,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,n̪ː|nː,consonant,1,0.00046,0.0,0.0,0,0,,
strict,s̙ˤ,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,t̪̙ˤ,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,xʀ̥,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,ð̪,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,ð̪̙ˤ,consonant,1,0.00046,0.0,0.03663,0,378792526,,
strict,ə̟̆,vowel,1,0.00046,0.0,0.0,0,0,,
strict,ʊ̜,vowel,1,0.00046,0.0,0.0,0,0,,
strict,ʕ̙,consonant,1,0.00046,0.0,0.03663,0,378792526,,
lumped,m,consonant,2111,0.96968,0.9989,0.99948,6147741097,10335938440,mʷ(30) m̥(27) mʲ(25) ɱ(25) ŋ(21) n(15) mb(12) ɲ(8),mʰ mʱ mː mˑ m̩ ʱm
lumped,k,consonant,2081,0.9559,0.99839,0.99911,6144628530,10332139366,kʰ(266) ɡ(109) kʲ(56) kʷ(55) ɣ(30) x(28) ʔ(27) c(19),kʰ kʰː kː kˑ k̟ k̟ʰ k̻ ʰk ʰkʰ ʰkː
lumped,i,vowel,2116,0.97198,0.99164,0.99321,6103069572,10271159347,ɪ(138) ĩ(81) i̥(41) e(32) ɨ(30) j(28) ə(9) ḭ(8),iʱ iː iˑ ĭ ï i̞ i̞ː i̠ i̩ː i̯ i̽
lumped,t,consonant,2044,0.93891,0.99065,0.99425,6096960645,10281843545,tʰ(280) d(88) tʲ(42) tʷ(19) ts(16) ɾ(15) tʃ(15) ð(10),tʰ tʰː tː tˑ t̟ t̠ t̠ʰ t̪ t̪ʰ t̪ʰː t̪ː t̪̺ t̪̻ t̺ t̺ʰ t̺ː t̻ t̻ʰ t̻ʰː t̻ː ʰt ʰtʰ ʰtː
lumped,n,consonant,2060,0.94626,0.98954,0.99386,6090179183,10277857453,ŋ(131) ɲ(64) m(36) nʲ(34) n̥(29) nʷ(18) ɳ(14) nd(12),nʰ nʱ nː nˑ n̠ n̩ n̪ n̪ʱ n̪ː n̪̩ n̪̺ n̺ n̻ n̻ː ʱn ʱn̪
lumped,a,vowel,2155,0.98989,0.98904,0.99161,6087069617,10254536544,ɑ(147) ã(82) ə(55) ɐ(55) æ(45) ʌ(39) ḁ(28) ɛ(17),aʱ aː aˑ ă ä äː a̞ a̟ a̟ː a̠ a̠ː ä̠ ä̠ː ɐ ɐː ɐ̆ ɐ̟ ɑ ɑː ɑˑ ɑ̆ ɑ̈ ɑ̈ː ɑ̝ ɑ̝ː ɑ̟ː ɑ̟ˑ ɑ̟̝
lumped,s,consonant,1601,0.73542,0.98481,0.99105,6061032929,10248758726,ʃ(98) z(42) sʲ(26) sʷ(18) ts(11) h(7) ç(5) sʰ(5),sʰ sː sˑ s̟ s̠ s̩ s̪ s̪ː s̪̻ s̺ s̺ː s̺̠ s̻ s̻ː s̻̠ ʰsʰ
lumped,p,consonant,1958,0.8994,0.96825,0.94464,5959115921,9768817397,pʰ(247) b(87) ɸ(31) pʷ(28) pʲ(28) f(22) β(18) ʰp(11),pʰ pʰː pː pˑ p̻ ʰp ʰpʰ ʰpː
lumped,u,vowel,2025,0.93018,0.96384,0.9734,5931983178,10066276132,ʊ(88) ũ(72) u̥(32) o(31) w(25) ʉ(16) y(13) ɯ(11),uʱ uː uˑ ŭ ü üː u̞ u̞ː u̞ˑ u̟ u̠ u̯
lumped,l,consonant,1716,0.78824,0.91458,0.9382,5628788913,9702286052,r(37) lʲ(30) l̥(27) ɾ(24) d(24) n(22) ʎ(16) ɭ(13),lʰ lʱ lː lˑ l̟ l̠ l̩ l̪ l̪ʱ l̪ː l̪̩ l̺ l̻ l̻ː ʱl
lumped,j,consonant,1984,0.91135,0.89777,0.93486,5525380912,9667725916,j̃(26) j̥(24) ʝ(18) ɲ(14) i(8) ʒ(7) dʒ(7) jʷ(7),jʱ jː j̟ j̪ j̻ ʱj
lumped,r,consonant,1713,0.78686,0.89373,0.89469,5500495435,9252287181,ɾ(319) ɽ(59) ɹ(55) r̥(36) ɻ(29) l(19) d(18) rʲ(11),rʰ rʱ rː rˑ r̝ r̟ r̠ r̩ r̪ r̪ː r̺ ɹ ɹ̝ ɹ̩ ɹ̪̩ ɹ̺ ɻ ɻː ɻ̟ ɻ̩ ɻ̺ ɽ ɽʰ ɽʱ ɽ̩ ɾ ɾʱ ɾː ɾ̞ ɾ̠ ɾ̪ ɾ̺ ɾ̻ ʱɾ ʱɾ̪
lumped,f,consonant,954,0.43822,0.79426,0.86334,4888292268,8928145017,v(24) fʷ(23) fʲ(21) ɸ(19) p(6) fˠ(4) β(3) f̃(2),fʰ fː fˑ f̩
lumped,b,consonant,1369,0.62885,0.75724,0.79989,4660433431,8271982135,β(59) p(52) bʷ(38) mb(36) bʲ(31) bʱ(20) v(12) b̥(12),bʰ bʱ bʱː bː b̩ b̪ b̻ ʱb
lumped,d,consonant,1305,0.59945,0.75104,0.79828,4622297140,8255262881,nd(35) t(31) r(28) dʲ(26) ɾ(26) ð(24) dʱ(20) dʷ(18),dʰ dʱ dː d̞ d̟ d̠ d̩ d̪ d̪ʰ d̪ʱ d̪ʱː d̪ː d̪̚ d̪̺ d̪̻ d̺ d̺ʱ d̺ː d̻ d̻ː ʱd
lumped,w,consonant,1874,0.86082,0.74797,0.80052,4603401768,8278498950,w̃(28) β(27) ɥ(23) v(19) ʍ(15) ʋ(9) u(8) o(6),wʰ wʱ wː ẅ w̞ ʱw
lumped,ɡ,consonant,1240,0.56959,0.73731,0.74726,4537807260,7727693556,ɣ(71) ɡʷ(37) ɡʲ(34) ŋɡ(31) k(28) ɡʱ(20) ŋ(10) ɟ(10),ɡʰ ɡʱ ɡː ɡ̟ ɡ̩ ʱɡ
