model,lam,auc_mean,auc_sd,da_ladder_ok,sutoraiku,seconds
FeatureWeightCosts,0.0,0.9652603196828835,0.0355187065091312,False,0.6320316187585073,77.8
FeatureWeightCosts,0.01,0.9560177195362646,0.0399514390552066,True,0.57768157122837,73.7
FeatureWeightCosts,0.03,0.9524779982033627,0.041547985685011106,True,0.5684844069007039,75.7
FeatureWeightCosts,0.1,0.9462782117158337,0.04311232339381491,True,0.5564874934788901,82.6
FeatureWeightCosts,0.3,0.9362614987799884,0.046649446477504374,True,0.5575250391256632,80.7
