model,held_out_recipient,n_pairs,auc_default,auc_learned,train_loss_start,train_loss_end,w_syl,w_son,w_cons,w_cont,w_delrel,w_lat,w_nas,w_strid,w_voi,w_sg,w_cg,w_ant,w_cor,w_distr,w_lab,w_hi,w_lo,w_back,w_round,w_velaric,w_tense,w_long,w_del_C,w_del_V,w_ins_C,w_ins_V,w_ins_V_cluster,w_ins_V_edge,w_ins_V_other
FeatureWeightCosts,ImbaburaQuechua,397,0.9571312551948176,0.9787702478919351,0.22038104131581884,0.09745798954034993,0.8436985406406903,0.8759647917488879,0.8086662557003594,0.405914790266201,0.10623689132783244,0.18180384602198174,0.6119996347376784,0.08804246501961462,0.4424779010098426,0.06867937197824445,0.07316047958758828,0.12150221969461744,0.16022053403075917,0.0924866249817766,0.8093432337059109,0.120230199157836,0.4465515622145373,0.48767550425029826,0.2360400193697184,0.1064267150365156,0.0548452203470007,0.10803319917210959,3.3840874341938387,2.1864216472783875,3.905871829360707,2.51723617350448,,,
FeatureWeightCosts,Otomi,250,0.941816,0.977488,0.21994038946038136,0.09703680901338037,0.843263664455461,0.8758302977152942,0.8096186782750722,0.39850753553515866,0.10561877508681508,0.1883751183895772,0.6139494142730348,0.08691381938565862,0.4519664757743849,0.06871833449474803,0.07275436960924442,0.12233328953722125,0.15954503880179308,0.0946016290607536,0.8033830650659841,0.11715265324206234,0.4473628396167454,0.4872153132901372,0.23382610586665178,0.10647702795130129,0.054698563909376996,0.10788799066352421,3.379484434940042,2.184654961448265,3.931105136438074,2.51023360520537,,,
FeatureWeightCosts,Sakha,492,0.942058711745654,0.9741411362284355,0.2194346120980312,0.09685657818917029,0.8442193933410266,0.8755491003153639,0.8084469764025692,0.402053746207755,0.10486450218004031,0.1812341476706595,0.6318980167517843,0.09059579534301346,0.43774875732582486,0.06868484622734956,0.07323001172744034,0.12242733215001123,0.16119958758134906,0.09461537984335601,0.7943825874282531,0.11653865055729896,0.445749742195454,0.48284692830214687,0.24429679749814423,0.10642819467926898,0.055057319952280144,0.1079321863196108,3.359413430870345,2.1681723215712694,3.8983622048276114,2.507697102868922,,,
FeatureWeightCosts,Kanuri,285,0.8550692520775623,0.9271837488457987,0.21583858291254163,0.09515213256118908,0.8479963309207083,0.8818610239058409,0.8125962370427836,0.4105092311511864,0.10632013729015935,0.1876015252692095,0.6019020456554961,0.0905085260884569,0.42445983159910344,0.0694072891523966,0.07377682739272963,0.12266259307828263,0.1601099875567333,0.09292391944033888,0.8101020842870977,0.11830335675346729,0.4470293081616483,0.4747220232451632,0.24486974451762178,0.10792115223877763,0.05551566239394737,0.10890116285885085,3.3480913686398446,2.1833952256039186,3.8627829397619884,2.5770533404660023,,,
FeatureWeightCosts,LowerSorbian,376,0.9665006790402897,0.9786137675418741,0.22074721357405966,0.09704937672141449,0.8437503243473914,0.8763612399848251,0.8087611892971321,0.4113363700233781,0.10679090869789172,0.18319801855225962,0.6188407955457383,0.09002979022405742,0.43486053680655645,0.06872159108762452,0.07320175164793803,0.12413956601114243,0.15738219500604608,0.09641926410301399,0.8033642648411495,0.1174056230486728,0.4478418873274495,0.47384251957438667,0.2449839247196003,0.1065101350115756,0.05500073806857563,0.10725736607359554,3.3510799073035686,2.17236753133439,3.880246357975295,2.4933698007786256,,,
FeatureWeightCosts,Bezhta,388,0.9852136252524178,0.9934371346583059,0.22193484560614948,0.09808438719966608,0.8427708606868639,0.8754580990999802,0.8079017249241304,0.4106684735930168,0.10528459286085266,0.1829192199557687,0.6159364752692562,0.089200606697274,0.4385097250033506,0.06858143082056123,0.07273189170720584,0.12160414681938464,0.1612191130707471,0.09348569163563028,0.8061206389269061,0.11681770345094533,0.44926962957870326,0.48338524673876937,0.2405249638498829,0.10619914020712154,0.054670348102504124,0.10674027700114509,3.371804828656903,2.1842131718816344,3.909542412268762,2.502120603817584,,,
FeatureWeightCosts,Oroqen,112,0.9189253826530612,0.9474649234693877,0.21882359987206995,0.09577112593380939,0.8474100408506781,0.8791555589538839,0.8135680145331188,0.4049767589152432,0.10771020620216186,0.18896223674265228,0.582669679817381,0.09118463368418415,0.4222765193743109,0.06982610068759589,0.07375451290917494,0.12331728085141676,0.16681066054190322,0.09398753363476911,0.8259435353899375,0.11213364956052907,0.42963887036700305,0.49404646217305775,0.2526786976523844,0.10769221578467372,0.05520120810092939,0.10705562327301109,3.3558738480896664,2.1682690640909636,3.8785927787894834,2.529600943514662,,,
FeatureWeightCosts,SeychellesCreole,298,0.9076505562812486,0.9751869285167335,0.21728313577536115,0.09664418649760761,0.8453912582687839,0.8770315737079054,0.8078201328397906,0.404007655578722,0.10661686390058929,0.18242938365423667,0.6229413652824641,0.08923041434975879,0.4356807071141442,0.0688448330892669,0.07311995389246212,0.1251298045801983,0.16602816726195455,0.09504292398067109,0.7979800943249311,0.1170108285577869,0.44498950471807214,0.48375332582460906,0.23808470340261112,0.10668246835366993,0.055128710342028604,0.10705532697534277,3.3926371667810145,2.1964130675988485,3.9484755421132522,2.5106464966649327,,,
FeatureWeightCosts,Gurindji,474,0.8763908917730421,0.9679093450123734,0.21723523196833988,0.0966526657120893,0.8451688481146252,0.8769080519693324,0.8091532564959564,0.41801659157160964,0.10507567129333951,0.18261334321944617,0.5909357050026686,0.08938183555201329,0.4586128832132963,0.06890888615102098,0.07335893007419036,0.12377775787857848,0.16379556833314238,0.09382162453563507,0.7967123553077227,0.1171268194042395,0.4437578487947035,0.4830306492805093,0.23940274407089865,0.10680452667147138,0.05505168557963889,0.10858441748596197,3.423051122569461,2.1662890977964566,3.9684330957851857,2.5430215952216106,,,
FeatureWeightCosts,MandarinChinese,21,0.719954648526077,0.8820861678004536,0.21209517244395712,0.09247231853517786,0.8399438833225101,0.870136709614724,0.8133258362734108,0.41957319721061376,0.11380304233266504,0.1800185971884825,0.5674141749631637,0.09000510093033594,0.4193271386671099,0.070659837280156,0.07281919185085593,0.10267766894082628,0.17984231108942852,0.09783106313777884,0.7966470324240105,0.1184786563156652,0.5539074274136748,0.4621696101165152,0.21380008104398468,0.10596359606075503,0.054272208460361335,0.1073836353629713,3.42673739762162,2.0137337693845976,4.045977222365243,2.5014269434963303,,,
FeatureWeightCosts,Thai,185,0.900482103725347,0.9598831263696128,0.21702275873795207,0.09521352972426907,0.8510200696859705,0.8740782469540889,0.8132933158529213,0.39785741070833663,0.10559639063844123,0.20289110023091955,0.6256712675308284,0.08795462110432627,0.43633385861823154,0.06887223940282636,0.07348440058340036,0.11345536069010907,0.16645262435785194,0.09177675791588294,0.7727876469361329,0.10811844896610229,0.44545944654941344,0.4920709199892977,0.24972857778046162,0.10742485371006329,0.05568579191066171,0.10998664988373233,3.3239272012191368,2.1579002425243057,3.8105265864940847,2.482644917037973,,,
ContextEpenthesisCosts,Manange,105,0.8532879818594105,0.9273469387755102,0.21522468748571696,0.09459717887044507,0.8435319176038838,0.8769099803381156,0.8068544161811596,0.39948704578485084,0.10180202452013137,0.18039864189993288,0.625366037439916,0.08353564001696182,0.45507634816261455,0.06730363186550059,0.0718855534735242,0.12384785461061344,0.14938904709560755,0.08974746305477066,0.7883405464286526,0.11863597021579898,0.47094894371135104,0.49934989277550135,0.23342648222124898,0.1045448124582849,0.054767568757420386,0.10485018138415897,3.3846527594227784,2.233827794046228,3.965793172937688,,2.5719603960644295,2.3734712899966643,3.0036153054288914
ContextEpenthesisCosts,SeliceRomani,914,0.9211463784839765,0.9837909207130511,0.21858947506325102,0.09754760116432977,0.8379038877041586,0.8754143424818629,0.8032998262518012,0.40353455930089593,0.1023911657422605,0.19696592189765758,0.6078281339490762,0.08606063892782477,0.42745342817193577,0.06724644468785713,0.07110176810309686,0.1159512443388722,0.17213713508878054,0.09171689674141954,0.7942318703342133,0.1131038827755661,0.45378224495868086,0.511577846104818,0.25589533997285796,0.10376708066681284,0.05396272348427143,0.10467361831528099,3.4095876623881316,2.235088672191748,3.898221056786525,,2.7527759919833112,2.515589340233686,3.149607672244666
ContextEpenthesisCosts,Takia,307,0.9792782947299176,0.9949071077677216,0.22160548561638574,0.09815069789212642,0.8369934364232786,0.8744245493145779,0.8029699268393854,0.40822408170613744,0.10221773051093606,0.19556737920074332,0.6190410820008503,0.08779802396981408,0.4353103082150118,0.06708953591145421,0.07107181403016896,0.11388424686858462,0.16975551581027143,0.09105674906281644,0.8008999573221706,0.11509552734877089,0.4566802250914041,0.4968029182203184,0.24337585368575618,0.10347811125447048,0.053713716576450236,0.1045493106366264,3.4257838011663946,2.1997069933127706,3.8886779485398852,,2.7129378521174723,2.4544454476524047,3.085503583539992
ContextEpenthesisCosts,Iraqw,163,0.9593887613384019,0.9941284956151907,0.2207358090814316,0.09804150186301047,0.8365308295928341,0.8750076936422424,0.8038620533422516,0.4009808663188029,0.10209171435823983,0.19985584509503154,0.6223395415731505,0.0878455546821911,0.43894779768214276,0.06714713901932548,0.07111152912585327,0.1133879793138637,0.17244994890449988,0.09121905577485118,0.7913771265452336,0.11612630317227335,0.4498895158331224,0.4998306046922579,0.2483575415567613,0.10361165835867962,0.053669771398684035,0.10435993001770669,3.4269743848950145,2.1987909498300726,3.8874673517283296,,2.7455474478149378,2.445418336461055,3.1006765134647276
