model,held_out_recipient,n_pairs,auc_default,auc_learned,train_loss_start,train_loss_end,w_syl,w_son,w_cons,w_cont,w_delrel,w_lat,w_nas,w_strid,w_voi,w_sg,w_cg,w_ant,w_cor,w_distr,w_lab,w_hi,w_lo,w_back,w_round,w_velaric,w_tense,w_long,w_del_C,w_del_V,w_ins_C,w_ins_V,w_ins_V_cluster,w_ins_V_edge,w_ins_V_other
ContextEpenthesisCosts,Japanese,671,0.8045046985947526,0.8629767169138306,0.21341877362554335,0.09057409583971082,0.8478469655648413,0.8843289532614932,0.8169781196650895,0.45781536506697124,0.10517190513498892,0.18875415500785547,0.5790732865919797,0.08422785282973692,0.43123874349709274,0.06844292387492391,0.07292107162870025,0.11754818700924043,0.13967245325618233,0.08901206868665751,0.8037955647407985,0.11428119059754525,0.4481823665837403,0.48815282429450196,0.2432298796599356,0.10659777303832044,0.05559959269857096,0.10712875731083323,3.316513022502363,2.130618988312909,3.969327903633899,,2.57304774781167,2.2987931623395603,2.953417628983801
ContextEpenthesisCosts,Hup,54,0.9142661179698217,0.9579903978052127,0.21827009851948662,0.09569131599714437,0.8444163860780504,0.8751020586918525,0.8054867595448236,0.42047656435884934,0.09986950726454562,0.218942413918538,0.5711759112845226,0.08766011985408871,0.46096179103442547,0.06760951762652183,0.0717342090727675,0.11933047378853825,0.1595883103726092,0.0906660799594426,0.797911178226049,0.11978519926939829,0.4030332363660691,0.48354319982944305,0.2874901016017057,0.10450089788882287,0.054758214019769935,0.1059578699491679,3.4082468994798867,2.1551101764443525,3.90655697774737,,2.5527232629190215,2.337743149006648,2.966116899740477
ContextEpenthesisCosts,Kalina,200,0.9493125,0.988175,0.2197614529107465,0.09785886514282241,0.8371632562739733,0.874737182502443,0.8042288533483692,0.40862271971914543,0.1025169414311292,0.19954346948305401,0.6067393782029944,0.08727470164024122,0.4424678072299945,0.06719684805776735,0.07109129740200117,0.11307727213414415,0.17168443236884415,0.09089949602060828,0.7993193255490878,0.11573041206150891,0.4517656242617775,0.49503516828005595,0.24867970070814205,0.10368528501595486,0.05382983352880416,0.10471099477996043,3.4215196060677404,2.2169839848850232,3.8807118510346137,,2.7298671861390464,2.462236553843752,3.108750862768706
ContextEpenthesisCosts,Malagasy,271,0.8250159992374831,0.9257635380781852,0.21414126230875458,0.09449863091208438,0.8456378894442457,0.8802288539146389,0.8122204401515789,0.4172990292738979,0.1031007938007287,0.18401860009563853,0.591920432554055,0.08903937255768576,0.42043923151039986,0.06839375882927169,0.07272874385100878,0.12215811654597791,0.15865521848562852,0.09120368577675678,0.8293068118344699,0.13013278123999744,0.4247431587226782,0.4954590578830785,0.24482911940344282,0.10584154971620303,0.05524299324847503,0.10740036116014097,3.4200873244239958,2.200377692272708,3.923996794927578,,2.5881539349162246,2.5349300234997107,3.0966716649236163
ContextEpenthesisCosts,Mapudungun,333,0.9310211112012914,0.965781096411727,0.21926734436541473,0.09645987630593732,0.8347548523891696,0.8765662904261281,0.8031993183105788,0.42116436280510106,0.10396815370471428,0.19522719501660896,0.6197658025490229,0.08661589680993274,0.45907490318465916,0.0670684856629253,0.07099117812400677,0.11640143993113536,0.16006878476068798,0.08859589901506443,0.7960937399735282,0.11833190214126438,0.4363127992621791,0.49422414095748707,0.23951551892792794,0.10344730081909159,0.05337395382512096,0.10523808140366475,3.4347947095298728,2.1843258278165756,3.9267689586634034,,2.7613390017579174,2.3825557571921006,3.0582928846399615
ContextEpenthesisCosts,Qeqchi,229,0.9254495528308003,0.9789096317766633,0.22013378215011725,0.09752848106179379,0.835743855655402,0.8766879150116643,0.80563166343508,0.4121748442754909,0.10181084511829869,0.1933711192765133,0.6149690496893938,0.08758871466189463,0.44417492919032714,0.06741783281856306,0.07139582357309332,0.11537878741727647,0.15980055304215635,0.08884671996690982,0.8124626370992756,0.11822543836307935,0.4463024661508946,0.49848710113200245,0.23632867132520477,0.10372378022028333,0.05370776791533032,0.10576948466186568,3.404065936911047,2.1997475570868152,3.9301173243029375,,2.598995940658228,2.4010716330271578,3.0505760012149676
ContextEpenthesisCosts,KildinSaami,384,0.9215460883246528,0.9702114529079862,0.21883154230597707,0.09623412985034728,0.8390959449409161,0.8764142970126958,0.8037979240365134,0.41331397628299876,0.10143916113254714,0.18248595204039703,0.615950272745889,0.0856905425038541,0.434357445837724,0.06718999954849841,0.07074276644235866,0.1156795499155647,0.15459297759967802,0.08932308824214304,0.8012257265574428,0.11340685370759535,0.4782476957850469,0.4930023554799166,0.24860583715835594,0.10381623686662725,0.05410826795066078,0.10751312821257614,3.3996015573119496,2.1811270748967213,3.8454366868027,,2.6176302784966605,2.4600478240172357,3.1624731584609744
ContextEpenthesisCosts,Saramaccan,525,0.8924734693877551,0.9773641723356009,0.21697470840477742,0.09719646207053134,0.8399742686950167,0.8734202905135002,0.8067336673865316,0.4061532610653736,0.1031134397231618,0.2009549347430451,0.6158758418273548,0.0866319169767797,0.43438165997002187,0.0674172185970111,0.0716162955930307,0.11519820979384568,0.17015756055138567,0.09125488804232276,0.7926282937004193,0.11881276143054999,0.4487051747051871,0.501760114488886,0.24134527836148417,0.1040847219738501,0.05423151483846985,0.10554868702277177,3.4523846595833887,2.1949401380296663,3.948419301009623,,2.7257203563963035,2.4070555399931313,3.048761749667248
ContextEpenthesisCosts,TarifiytBerber,677,0.917626857563017,0.9674098736933513,0.21848856865228905,0.0964128375765028,0.8433103565816262,0.8764760797881994,0.808875279832837,0.4047176212506079,0.10280906590642007,0.19630353328780167,0.6122535913715909,0.08631935732415474,0.42962737803184736,0.06770447688134247,0.07178423472702208,0.11024476521354092,0.16588575278786274,0.08999726188718697,0.7993763198253652,0.11775171001552473,0.4469074089006426,0.49997793544049507,0.2538881871681232,0.1047735281434874,0.054798125906973034,0.10621802972734769,3.4052065443678456,2.1697140092795344,3.87185251962185,,2.542219556700517,2.4304346242456907,3.1020422308579456
ContextEpenthesisCosts,ZinacantanTzotzil,228,0.9043551862111419,0.9688365650969529,0.21872486023528478,0.09672054489036055,0.838449759617946,0.8740726643461327,0.8061991841386829,0.4111223704387768,0.10255767625672503,0.1918955808771689,0.6092286494900333,0.08754365644885297,0.4378048799389293,0.06722928147934411,0.0706991611590986,0.11482979367593125,0.17124409426699655,0.09141195774424937,0.804444442577255,0.1189439678041995,0.4425175435296678,0.5075575098139543,0.23971324374533157,0.10386141403872856,0.05398442565795603,0.10468874295403913,3.42043918943547,2.198759620339335,3.917445098955777,,2.567247997385818,2.4360633692991382,3.0643621525266074
ContextEpenthesisCosts,Vietnamese,34,0.7391868512110726,0.8858131487889274,0.21320523224288146,0.09373494115408408,0.8264038122313031,0.8751713197906155,0.7918143170188903,0.42221137687873406,0.1037405525401363,0.18310910487966045,0.6313884427625904,0.08390026316159234,0.4186965253592292,0.06594647172830759,0.06896679394854552,0.11895930642439144,0.13469692287092197,0.08575078025815205,0.8939341004629272,0.10762187274279557,0.4318586368687881,0.5427217886237347,0.21284633849343593,0.09883928304055506,0.05215347624564681,0.09926851366904692,3.487436406939936,2.1841851492097937,3.768789025523059,,2.8332143512294947,2.4718933162532863,3.194352850508137
ContextEpenthesisCosts,Yaqui,407,0.9294804073673852,0.9737124884545032,0.2193042099757161,0.0973049722284978,0.8370989009026056,0.8742311302551327,0.8040351627431886,0.41258346897006054,0.10240769103421316,0.19847233254330582,0.6159157466064137,0.08855425814268375,0.4392459206422729,0.06717899733103944,0.07113193112200512,0.11443819525380305,0.16974531336544274,0.09100877761140798,0.7930295888074239,0.11606986682825969,0.4437767340046177,0.5087892685287968,0.2399162412489795,0.10361004231713199,0.0537306704819842,0.10502976125923112,3.4540194492197247,2.1948899838557927,3.924113242475581,,2.7444197357801174,2.434209087752205,3.092397147286592
ContextEpenthesisCosts,WhiteHmong,281,0.7288028267119211,0.8018832081660566,0.210069513736306,0.08483498556995944,0.852691974175781,0.8733062011422883,0.8136377698199971,0.4582037622140024,0.10222576338196958,0.17112735770859072,0.5436980199895171,0.08904014796340741,0.48427442730081255,0.06893685218329973,0.07433569858084858,0.11373983010935852,0.18374178028754168,0.088430845252694,0.7125372446763999,0.12070685498190607,0.4379885538572693,0.4593987719781996,0.3369261610762834,0.10589888489801837,0.054319481702059136,0.10483361671975583,3.1487917249201325,2.115036215416253,3.661256712960184,,2.5385450201817035,2.373506149551912,2.996371186337056
ContextEpenthesisCosts,Hawaiian,231,0.8673937894717115,0.9555480594441633,0.21566059843042962,0.09528715658384712,0.8442503617909276,0.8736118808471978,0.8073566758525446,0.41483120398648926,0.10271378605029717,0.1845944333247391,0.6200852964662652,0.08982542862494207,0.44957976518944187,0.06740350723170183,0.07156918084201286,0.12092839787874955,0.16075282593760812,0.08980575180091081,0.7806200236302071,0.11806698831253522,0.47148626220802786,0.4877082130981728,0.23040867046822236,0.10445702715342295,0.05479117537392701,0.1051531439316566,3.3291600068990412,2.1965043276342446,3.8397567555832293,,2.6801724039836543,2.3938447455867986,3.032777700599479
ContextEpenthesisCosts,Swahili,663,0.875498499666719,0.9620207521458519,0.21626564872955117,0.09639783917637887,0.8401634315475873,0.8748290838990885,0.8049957483075086,0.4016235271846468,0.10135807559061727,0.19686153491077996,0.6172263218092306,0.087145966657298,0.42160673737413246,0.06713117409570735,0.07155624381492423,0.1115301003274338,0.1730529574949064,0.08897240199367659,0.8012175488642185,0.11768302569828769,0.46772946796817433,0.4968837121428678,0.24569509315769053,0.10402874548827382,0.054301981009247643,0.10440712066370313,3.4191165741362615,2.2084419192778446,3.8912906060012245,,2.7280291703910473,2.4958516443358243,3.127771148749728
ContextEpenthesisCosts,Archi,237,0.9008794886859299,0.9805764745678222,0.21902650614916044,0.09767054410789393,0.8392413909388806,0.8755752478095091,0.8067435935634052,0.4007042029083241,0.10313748812235739,0.1885106875711857,0.6183000525195746,0.0875844724408536,0.431974208722992,0.06744676871375405,0.07105091162031496,0.11264065972820417,0.16880533570743728,0.09009074928649752,0.8067472711640747,0.11819964388228361,0.4522612176157639,0.497633918744651,0.2503962284045957,0.1041285054970312,0.05415017089382732,0.10467727414448258,3.443016233191216,2.1790848621079166,3.912664675109593,,2.604418828418711,2.458894093056183,3.109196712398871
ContextEpenthesisCosts,CeqWong,352,0.8763276407541323,0.9782694666838843,0.21731712948751486,0.09761825156415077,0.8362720136991051,0.8752199667363076,0.80072014007211,0.41376235094641134,0.10197340986753496,0.1943487376364636,0.6241979321363851,0.08625196162039721,0.43481226291316455,0.06700824454101476,0.07017593613320677,0.11605678378834411,0.16227114777842036,0.0892399659949372,0.8019909380339942,0.11302093715965485,0.455229302947946,0.4990675306046376,0.24628018631630313,0.10323315399454883,0.053622565646159186,0.1052445314329525,3.4507750325160544,2.2020178907334698,3.930989451579837,,2.7782086824218366,2.439062810791389,3.072222599135986
ContextEpenthesisCosts,Ket,107,0.9082015896584854,0.9512621189623548,0.21711121808604208,0.09610785447263684,0.8348431463472861,0.8776053967903217,0.8023296256862636,0.4079080255948649,0.1047503003814725,0.18913743621844653,0.6464620641579233,0.08822457133847937,0.4212108511223824,0.06708008523807336,0.07172514197569192,0.11983886063830076,0.15349660493511408,0.08723459346383343,0.8041333044100161,0.11708092886959352,0.46098220233973314,0.484890917631231,0.2489485460200588,0.10340942672921012,0.054194690774526495,0.10451327933717741,3.411034042016512,2.180644237382802,3.86627983547583,,2.5858510618189303,2.448216551895759,3.1125380536176497
ContextEpenthesisCosts,Indonesian,426,0.9315308911371201,0.9817000595120016,0.21912071115868348,0.09757512686164695,0.8381750249160451,0.8772211026550293,0.805988920681544,0.4111004574664,0.10276973211655469,0.196037139091769,0.595725994610038,0.08700388085612343,0.4462621193927804,0.06746961821123154,0.07174775705709889,0.11451979998599851,0.16856160606515977,0.0911828101530003,0.7959501189514542,0.11806123225451391,0.45058401708192697,0.5026078885673054,0.24486358912623443,0.1042272552159027,0.054005212770954845,0.10593472277293524,3.4395064913726685,2.2270565862013383,3.9340801342531195,,2.7807037903063576,2.4416475981989216,3.1241357373034058
ContextEpenthesisCosts,English,620,0.879631893860562,0.9517533818938606,0.2166591206538538,0.09574312764132671,0.8356971985234196,0.8761240572381629,0.8029533807857313,0.40199756995596936,0.10114110449962008,0.19004049717133684,0.627321264410803,0.08796832331978331,0.4317455820608096,0.06713083041205033,0.07104028842366053,0.1167150638916511,0.16520263150724482,0.08967833024915677,0.8013495652120852,0.11722631682444222,0.45696638794244054,0.495986078716457,0.2516022665353284,0.1035363634453878,0.05316500637773217,0.10541189249672771,3.3942728004160463,2.2393395748551335,3.8501128147925283,,2.730128979791932,2.4855270208374334,3.227054260059798
ContextEpenthesisCosts,Hausa,348,0.8360334918747523,0.9337181265688994,0.21484165717005838,0.09442879784908578,0.8384035376541076,0.8756726070648805,0.805448433942875,0.4100719721132165,0.10125393248060013,0.1935260447034817,0.6202249154013089,0.08740804076331968,0.4300914243902907,0.0673113591276494,0.0710359842897833,0.11716336235311878,0.1668670037949729,0.08889060006856755,0.7798776444025101,0.11712333817009146,0.492062890523341,0.4751423939881398,0.2512911025561681,0.10402508007222125,0.054461831731387855,0.1026465004079677,3.366050193078033,2.218276777553276,3.815600433541642,,2.762063297150254,2.5544190708331658,3.1989898504654826
ContextEpenthesisCosts,OldHighGerman,63,0.8955656336608717,0.9763164525069287,0.21811773627981487,0.09773880619558119,0.8361949486853774,0.8750981743755413,0.8047550888235014,0.4120722718575723,0.10229066189295338,0.1957508537103754,0.6119983585090599,0.08745404689088788,0.43030829166837015,0.0672155506792991,0.0711345827014332,0.1135333830329028,0.17329745196300572,0.09135982991809743,0.7937145023225514,0.11396393896834646,0.45496772862155593,0.5007023629633456,0.2514560557746833,0.1036929429646066,0.05368805473817976,0.1053509189383535,3.451690896512271,2.21003065260801,3.8841543732560146,,2.7614019988138048,2.4551794661515434,3.1166245558911023
ContextEpenthesisCosts,Romanian,867,0.938166582190241,0.9841822881537444,0.21956986760731398,0.09765987361913454,0.84066714748887,0.8740132408969435,0.8060167015965577,0.40678131912770227,0.10201239645313388,0.189863679772968,0.6189936106106613,0.08713852411069925,0.4330826592480998,0.0673833211940522,0.07147880871686192,0.11363096422906083,0.16323558235582933,0.09086606285201027,0.8030952270147564,0.11715755782219417,0.4494935240686148,0.505032617791079,0.24648759632523415,0.10402759642457211,0.054395176121507696,0.10514668577859061,3.4262306624137824,2.1848420779706745,3.902883951533952,,2.612606010353357,2.4566971859550493,3.0682794436222576
ContextEpenthesisCosts,Wichi,207,0.9285397558869518,0.9456463394711662,0.21968368396450727,0.09678964767096795,0.8355699088647769,0.8799329800790157,0.8057706952934319,0.4198581778894804,0.10319945571615098,0.19621083496444686,0.619046696906286,0.08694862859647122,0.434607424103997,0.06737279244390977,0.0716445791307427,0.11653045988229915,0.15573700348332978,0.08911267806823965,0.8102963214527331,0.1179443098943223,0.4457902511883822,0.4927720023181513,0.2390528348240913,0.10401627668658217,0.053625844224759064,0.10495984398840107,3.3967556692316196,2.2092410629868597,3.895582830517343,,2.6073527140638415,2.413360326049511,3.052192651720784
ContextEpenthesisCosts,Dutch,293,0.935677759787534,0.9809724050367505,0.21889176568025048,0.09733271964463654,0.8373324640773523,0.8764317770663163,0.8047072784709474,0.4075159443692268,0.10236224003901033,0.18772254481454684,0.6155049847444077,0.08807610813294539,0.4359765412981605,0.06730578428508407,0.07123871163066962,0.11353558860191987,0.1683719000773752,0.0909538065983911,0.8019938192931136,0.11711389222478676,0.45201239477716676,0.502675185258071,0.24569331603377484,0.10388278214768633,0.053883389601419134,0.10570954645762674,3.4462992191907227,2.207857601298597,3.898922695342677,,2.7597724301378928,2.4446401139779566,3.123444179140173
ContextEpenthesisCosts,Gawwada,120,0.90125,0.96625,0.21824424428882785,0.09674011185506014,0.8394475699249834,0.8706994426182995,0.802972220822289,0.4167683330825464,0.1011755706738418,0.18920371707697556,0.6122888120483532,0.08633343148789,0.45346981924708446,0.06704167112361797,0.07106974209248602,0.11896155409867827,0.1714476528362039,0.09113539165126507,0.8060062268972529,0.11478705092117134,0.42881611534960673,0.508316559571727,0.23864372455182375,0.10337789864720956,0.05456964354937017,0.10346785172732396,3.37496400653073,2.2774256551067573,3.8850416793447424,,2.6830589565599166,2.4332767895331413,3.1383023928880562
ContextEpenthesisCosts,ImbaburaQuechua,397,0.9571312551948176,0.978554524170574,0.22038104131581884,0.09744305592220569,0.838556460025441,0.875384369262422,0.8058980240298834,0.39966126084399317,0.10274027614731794,0.18931239386303755,0.6259664833497445,0.08843927299538433,0.4331935913696611,0.06733235236612208,0.07133891646182976,0.11318663308743108,0.16750518196981312,0.09001988600860346,0.8062342703404611,0.12012143273043581,0.4492114463079548,0.4991870681245188,0.24365352030978774,0.1039527889237433,0.05401946951505352,0.10508490196735969,3.4222708027828888,2.1792035723804393,3.8787431464075723,,2.6195400019903317,2.455562155242507,3.087469857858701
ContextEpenthesisCosts,Otomi,250,0.941816,0.975824,0.21994038946038136,0.09691338749216512,0.8393725248755566,0.8754199478313214,0.8077324943518625,0.3875293581301053,0.102729887115693,0.1960664768995368,0.6240302165352402,0.08732585939060629,0.4426121002217039,0.06744627865766703,0.0710314307931512,0.11414965420860143,0.16645762061079059,0.09213970955617574,0.8012456621806272,0.11822065025453482,0.4468913626483941,0.5014929955121536,0.24459940419835025,0.10421469422265105,0.054130712343739264,0.10516095946153976,3.40889212147361,2.1731174673580287,3.8954026118684344,,2.5368160317728523,2.4453072427516065,3.1266117316039614
ContextEpenthesisCosts,Sakha,492,0.942058711745654,0.9718524852931456,0.2194346120980312,0.09676802619003332,0.8394368936086176,0.8751079509926758,0.8063541956978028,0.39771578334081764,0.10194967268916925,0.19116602164566923,0.6355362789258769,0.09068468333036311,0.4326247730395665,0.06739550299365117,0.07165630873858474,0.11452682176902441,0.16766835832210356,0.09210175033578082,0.7862929263965418,0.1182691428484562,0.4474319138034225,0.49620262496831485,0.2532955956468354,0.1041071272476358,0.05436390020357249,0.10611177345551696,3.413103288422466,2.1572736644505506,3.8836435906327242,,2.563705125019267,2.436726079424217,3.1508610514610624
ContextEpenthesisCosts,Kanuri,285,0.8550692520775623,0.9261618959679901,0.21583858291254163,0.09526557819569294,0.8412138048251017,0.8792956243319624,0.8066132189817846,0.4028432320368949,0.10266982375075456,0.1960277476729052,0.6028929026602953,0.08708787674433396,0.4249724683110853,0.06772009312175067,0.07153390632410193,0.11622713026488621,0.1674079769141789,0.09049780801399893,0.8051583468505803,0.11899606525968773,0.45189166374316914,0.5020353935829349,0.24966699032513642,0.1047716151356738,0.054491713264908724,0.10598459788387433,3.405085787432475,2.208784612149068,3.8738770103406863,,2.7565788019095367,2.5207187689675785,3.1487036835528395
ContextEpenthesisCosts,LowerSorbian,376,0.9665006790402897,0.9773653236758715,0.22074721357405966,0.09711944239113793,0.8383991305287861,0.8742991460158221,0.8058987062148276,0.4027866539254822,0.10354115562045924,0.18921740418267288,0.6302785019275954,0.08965021668148103,0.43212958974071797,0.0672816013935935,0.07141014964020673,0.11616492446976187,0.16161680032804793,0.09364992574841056,0.7992927627385941,0.11936167735725366,0.44792382909466694,0.49167988870924706,0.252463175908671,0.10386136558109582,0.054156604461188744,0.10493678973141742,3.406499661663253,2.165529514593213,3.87002647411631,,2.5823710889184617,2.437408026563257,3.0661209471881503
ContextEpenthesisCosts,Bezhta,388,0.9852136252524178,0.9931315761504942,0.22193484560614948,0.09818429081901499,0.8369970880098965,0.8746569945985293,0.8031122475861971,0.4103036496282867,0.1019204060848222,0.19717640791377336,0.6213833961077203,0.08783648954944,0.4330242170564665,0.06711100315142607,0.07080053368487993,0.11345785064235617,0.1695629581285785,0.09045271856915305,0.797147556716679,0.11584478900622855,0.45564076504777645,0.49784344628334337,0.24391701161464316,0.10350442622480999,0.05372900451097112,0.10457703988402281,3.425398733885647,2.203076583224805,3.8964635395799485,,2.70940035300414,2.4491090560449815,3.0821944749961316
ContextEpenthesisCosts,Oroqen,112,0.9189253826530612,0.9455915178571429,0.21882359987206995,0.09563567993805668,0.8428103648558107,0.8784316301317285,0.810688763112643,0.3955380619301368,0.10466206939341666,0.19233298313551636,0.5958182292408067,0.09345819457541102,0.41797251566227284,0.06789112788483512,0.07201544077241144,0.11677840833306172,0.1710602872125861,0.09369704257308815,0.8231950761753145,0.11257887589957333,0.43470230802467025,0.5013286316467632,0.26136263701432144,0.10522090793706923,0.05464042584882101,0.10381601863974174,3.392849473931759,2.1543023239055166,3.8659079477253853,,2.715726348531978,2.4185631598967876,3.1344208558544118
ContextEpenthesisCosts,SeychellesCreole,298,0.9076505562812486,0.9753276879419845,0.21728313577536115,0.0966993982187485,0.8367688848394991,0.8758080650514756,0.8003086815262312,0.4085507282005058,0.10289797795460336,0.1908183662819684,0.640370424171037,0.08640598055995505,0.42919614479647045,0.06704831712507604,0.07095515267307927,0.11867380170806054,0.16686301833982717,0.09005012474142132,0.7923848949521116,0.11386738323959389,0.4529492458029645,0.5021814169564334,0.2424759298747387,0.10331977112936679,0.05374102286722048,0.10436466720836089,3.4386984460199015,2.2196772412103813,3.9299534887999217,,2.75121600452374,2.4180076052132935,3.1089614380844033
ContextEpenthesisCosts,Gurindji,474,0.8763908917730421,0.9673663408641777,0.21723523196833988,0.09669792156098656,0.8346911892611354,0.8754163473853488,0.8013348881956293,0.42198963403554446,0.10132409344043738,0.187685543022491,0.6139895766174015,0.0865223393308506,0.4564114599215024,0.06701308422386079,0.07092775623371618,0.1185130760630149,0.16687673929956812,0.08972518768268993,0.796336191190619,0.1148059536787031,0.4446719510956092,0.4946248259231462,0.2451138873455795,0.10322565059460434,0.05344601038055674,0.10535461507799104,3.4587831420998145,2.191717624867864,3.941901832273564,,2.808843676114535,2.456620504941438,3.1385759502409933
ContextEpenthesisCosts,MandarinChinese,21,0.719954648526077,0.8820861678004536,0.21209517244395712,0.09273826479719162,0.8321880602568131,0.8664435893226565,0.8058477518772248,0.4291416695830011,0.10839684532509676,0.18575372221130687,0.5757138342055599,0.0870223428799091,0.41522874743462723,0.0682399981445304,0.07061383132427768,0.0982915445277022,0.18537921691883583,0.0932115811897744,0.8057234328768051,0.11462666887328986,0.5560224829281952,0.4749131476058251,0.21746060114419646,0.10252365818978056,0.052655846456272096,0.10460142672431974,3.4864495764360495,2.0234608637600506,4.058818612295682,,2.9519378231289015,2.398909371551876,2.947772918978149
ContextEpenthesisCosts,Thai,185,0.900482103725347,0.9594448502556611,0.21702275873795207,0.09522888885830351,0.8411276538311501,0.8735034954994718,0.8054198125242069,0.4067957558576541,0.1024785083580096,0.21132549302662035,0.6345650853546082,0.08773747828126631,0.4395834686951273,0.06704328121165337,0.07110293461895999,0.10942473433737171,0.17046213962831389,0.08974111245598049,0.7712884209990809,0.10510525362187184,0.4524686828344929,0.49401912991218033,0.2518654581389467,0.10396532521444514,0.054352827972683024,0.10662394762590521,3.3659126633406093,2.1867231853973133,3.795710942823769,,2.7355994777267925,2.419165898886009,3.0662017263971597
