level,seg,segment_class,n_languages,pct_languages,pct_l1_weighted,pct_total_weighted,l1_with,total_with,top_allophones,merged_strict_variants,n_wold_recipients,in_wold
lumped,kʟ͓̥ʼ,consonant,1,0.00046,0.00197,0.00145,12100000,14969091,kxʼ(1),,0,False
lumped,sʷ,consonant,36,0.01654,0.00183,0.00197,11285195,20400744,,s̪ʷ,0,False
lumped,p͉,consonant,71,0.03261,0.00181,0.00093,11150956,9648652,b(5) b͉(1) p(1) β(1),,0,False
lumped,t͉,consonant,70,0.03215,0.00181,0.00093,11150898,9648594,d(5) ð(2) d͉(1) t(1) p(1),t̪͉ t̺͉,0,False
lumped,tʃʷ,consonant,27,0.0124,0.00178,0.00169,10963383,17460266,tʃʷʰ(3) tʃɥ(1),t̠ʃʷ t̠ʃʷʰ t̠ʃʷː t̺ʃ̺ʷ,1,True
lumped,dʒʲ,consonant,6,0.00276,0.00178,0.00094,10930420,9686250,dʒʷˠ(1),d̠ʒʲ,0,False
lumped,yə,vowel,3,0.00138,0.00176,0.00089,10855100,9213369,,yə̯ yːə,0,False
lumped,oe,vowel,7,0.00322,0.00175,0.00116,10783600,11960005,oə(1),oe̞ o̞e̞,0,False
lumped,yo,vowel,1,0.00046,0.00167,1e-05,10300000,54256,,,0,False
lumped,ŋǃ,consonant,9,0.00413,0.00164,0.00129,10098700,13366771,ŋǃʱ(1),ŋǃʱ ŋǃ̠,0,False
lumped,s͉,consonant,3,0.00138,0.00164,0.00083,10095000,8534156,z(2) s(1) ɕ(1),,0,False
lumped,ʃ͉,consonant,3,0.00138,0.00164,0.00083,10095000,8534156,ʃ(1),,0,False
lumped,z̥,consonant,4,0.00184,0.00164,0.00082,10080093,8519249,,,0,False
lumped,ʒ̊,consonant,2,0.00092,0.00162,0.00082,10000093,8439249,,,0,False
lumped,f͉,consonant,1,0.00046,0.00162,0.00082,10000000,8439156,v(1) f(1),,0,False
lumped,v̥,consonant,1,0.00046,0.00162,0.00082,10000000,8439156,,,0,False
lumped,x͉,consonant,1,0.00046,0.00162,0.00082,10000000,8439156,x(1) ʁ̥(1),,0,False
lumped,ɣ̊,consonant,1,0.00046,0.00162,0.00082,10000000,8439156,,,0,False
lumped,zʷ,consonant,16,0.00735,0.00162,0.00156,9950110,16148001,,z̪ʷ,0,False
lumped,dʒʷ,consonant,18,0.00827,0.00162,0.00167,9942400,17287087,,d̠ʒʷ d̺ʒ̺ʷ,0,False
lumped,ŋǀ,consonant,5,0.0023,0.00159,0.00126,9804300,13013969,ŋǀʱ(1),ŋǀʱ,0,False
lumped,ŋǁ,consonant,5,0.0023,0.00159,0.00126,9804300,13013969,,,0,False
lumped,ntsʼ,consonant,2,0.00092,0.00158,0.00125,9750100,12959769,,,0,False
lumped,ntʃʼ,consonant,2,0.00092,0.00158,0.00125,9750100,12959769,,n̠t̠ʃʼ,0,False
lumped,b̰,consonant,19,0.00873,0.00157,0.00112,9659450,11589679,b(1) p(1) mb(1) m(1) p̰(1),,2,True
lumped,ɧ,consonant,1,0.00046,0.0015,0.00129,9244250,13338377,,,0,False
lumped,kxʼ,consonant,5,0.0023,0.00146,0.00112,8964000,11597862,,kxʼː,0,False
lumped,v̤,consonant,4,0.00184,0.00145,0.00117,8919300,12055655,,,0,False
lumped,ɟ̤,consonant,2,0.00092,0.00141,0.0011,8655300,11379721,,,0,False
lumped,l̥,consonant,57,0.02618,0.00139,0.00146,8562827,15082871,l̥ʲ(1) l̥ʷ(1) hl(1) ʎ̥(1) ʱl̥(1),l̥ː l̪̥ ʰl̥,1,True
lumped,æɪ,vowel,4,0.00184,0.00137,0.00171,8451200,17735204,,æɪ̯ æːɪ,0,False
lumped,kǀʼ,consonant,3,0.00138,0.00134,0.00106,8227300,10951721,kǀʰʼ(1),kǀʰʼ,0,False
lumped,ɡ̤ǃ,consonant,3,0.00138,0.00134,0.00106,8220900,10945321,,,0,False
lumped,ŋ̤ǃ,consonant,2,0.00092,0.00133,0.00106,8210900,10935321,,,0,False
lumped,m̤b̤,consonant,2,0.00092,0.00133,0.00106,8187300,10911721,,,0,False
lumped,n̤d̤,consonant,2,0.00092,0.00133,0.00106,8187300,10911721,,,0,False
lumped,n̤d̤ɮ̤,consonant,2,0.00092,0.00133,0.00106,8187300,10911721,,,0,False
lumped,z̤,consonant,2,0.00092,0.00133,0.00106,8187300,10911721,,,0,False
lumped,ɦ̤,consonant,2,0.00092,0.00133,0.00106,8187300,10911721,,,0,False
lumped,mpfʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,mpʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,m̤b̤v̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ntlʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ntʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,n̤d̤z̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,n̤d̤ʒ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,n̠̤d̠̤ʒ,0,False
lumped,ŋkʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋǁʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋǃʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋ̤ǀ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋ̤ǁ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋ̤ɡ̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɡ̤ǀ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɡ̤ǁ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɣ̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɮ̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɲcʼ,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ɲ̤ɟ̤,consonant,1,0.00046,0.00133,0.00105,8177300,10901721,,,0,False
lumped,ŋm,consonant,75,0.03445,0.00131,0.00092,8092000,9504892,ŋmʲ(2) nm(1) ŋmʷ(1) mʷ(1) m(1),,0,False
lumped,ɰ,consonant,53,0.02435,0.0013,0.00095,8014808,9801008,ɣ(2) ɡ(2) ʔ(1) ʁ(1) f(1) ɸ(1) v(1) β(1),,1,True
lumped,t̰,consonant,14,0.00643,0.00128,0.00087,7865695,8993376,θ(1) c(1),t̪̰,0,False
lumped,sʼ,consonant,15,0.00689,0.00127,0.00113,7839629,11702291,tsʼ(1),sʼː s̪ʼ,0,False
lumped,j̃,consonant,10,0.00459,0.00125,0.00129,7698093,13352456,,,1,True
lumped,tɬ,consonant,25,0.01148,0.00124,0.00082,7618212,8488634,tɬʰ(9) ɬ(1) dɮ(1),tɬʰ tɬʰː tɬː t̪ɬ t̪ɬ̪ t̪ɬ̪ʰ,0,False
lumped,tɬʼ,consonant,25,0.01148,0.00123,0.00082,7578180,8439998,kɬʼ(1),tɬʼː t̪ɬʼ t̪ɬ̪ʼ,1,True
lumped,ao,vowel,10,0.00459,0.00119,0.00076,7344600,7894815,ɑɔ(1) ɑo(1) aɔ(1),ao̞ ɑo,0,False
lumped,ɔe,vowel,2,0.00092,0.00119,0.00091,7299200,9461692,,,0,False
lumped,eo,vowel,6,0.00276,0.00118,0.00075,7250000,7800215,,e̞o̞,0,False
lumped,p̰,consonant,12,0.00551,0.00118,0.00075,7247395,7799054,,,1,True
lumped,k̰,consonant,10,0.00459,0.00118,0.00075,7245590,7793821,k̰ʲ(1),,0,False
lumped,ɛo,vowel,2,0.00092,0.00117,0.00075,7210000,7760215,,ɛo̞,0,False
lumped,eɘ,vowel,1,0.00046,0.00117,0.00096,7200000,9966165,,,0,False
lumped,oɘ,vowel,1,0.00046,0.00117,0.00096,7200000,9966165,,,0,False
lumped,øɘ,vowel,1,0.00046,0.00117,0.00096,7200000,9966165,,,0,False
lumped,ɘi,vowel,1,0.00046,0.00117,0.00096,7200000,9966165,,,0,False
lumped,ndz,consonant,63,0.02894,0.00115,0.00429,7108200,44343721,ndʒ(9) nts(1) nz(1) nʒ(1),n̪d̪z̪,1,True
lumped,h̃,consonant,6,0.00276,0.0011,0.00121,6795000,12495322,,,0,False
lumped,nʃ,consonant,5,0.0023,0.00109,0.00079,6730000,8187104,,n̠ʃ,0,False
lumped,ɪu,vowel,2,0.00092,0.00109,0.00075,6724000,7730704,,ɪ̯u̞,0,False
lumped,ʐ͇,consonant,3,0.00138,0.00109,0.00053,6711880,5455385,ʂ͇(2) ɻ(1) r(1),,0,False
lumped,R|R,consonant,33,0.01516,0.00109,0.00083,6689055,8618207,,R̪|R,1,True
lumped,rˠ,consonant,4,0.00184,0.00106,0.00137,6521630,14146095,ɾˠ(2) ɾ̃ˠ(1) r(1) ɹ(1) ɹˠ(1),ɹ̪̩ˠ ɾˠ ɾ̪ˠ,0,False
lumped,ɜ,vowel,24,0.01102,0.00102,0.00095,6260473,9773601,ɞ(2) a(2) ɔ(1) ɑ(1) ɛ(1) ə(1) æ̤(1) ɜ̃(1),ɜː,1,True
lumped,yu,vowel,3,0.00138,0.00101,0.00084,6214790,8715345,,yu̯,0,False
lumped,ɪɛ,vowel,3,0.00138,0.001,0.00067,6142000,6951720,,ɪɛː ɪ̯ɛ,0,False
lumped,ʊɔ,vowel,2,0.00092,0.001,0.00067,6140000,6949720,,ʊ̯ɔ,0,False
lumped,w̃,consonant,14,0.00643,0.001,0.00106,6130000,10918609,ɥ̃(1),,0,False
lumped,l̃,consonant,6,0.00276,0.00098,0.00105,6050000,10838609,,,0,False
lumped,bz,consonant,3,0.00138,0.00098,0.00076,6020000,7876936,,,0,False
lumped,fʃ,consonant,1,0.00046,0.00097,0.00067,6000000,6957964,,,0,False
lumped,pʃ,consonant,1,0.00046,0.00097,0.00067,6000000,6957964,pʃʰ(1),pʃʰ,0,False
lumped,pʃʼ,consonant,1,0.00046,0.00097,0.00067,6000000,6957964,,,0,False
lumped,ɪɔ,vowel,1,0.00046,0.00097,0.00066,6000000,6809720,,ɪ̯ɔ,0,False
lumped,ṽ,consonant,1,0.00046,0.00097,0.00104,6000000,10788609,,ṽ,0,False
lumped,uʌ,vowel,4,0.00184,0.00097,0.00084,5964280,8708559,,uʌ̯ uːʌ,0,False
lumped,øu,vowel,3,0.00138,0.00095,0.00074,5868460,7676299,,øu̯,0,False
lumped,ᶑʼ,consonant,3,0.00138,0.00095,0.00021,5850000,2153900,,ᶑʼː,0,False
lumped,d̥z̥,consonant,5,0.0023,0.00093,0.0008,5711880,8266156,,d̺̥z̺̥,1,True
lumped,iæ,vowel,2,0.00092,0.00092,0.0007,5656980,7261826,,i̯æ,0,False
lumped,iø,vowel,2,0.00092,0.00091,0.0007,5631380,7257744,,i̯ø,0,False
lumped,eʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,eʌ̯,0,False
lumped,iy,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,i̯y,0,False
lumped,iœ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,i̯œ i̯œ̞,0,False
lumped,iɒ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,i̯ɒ,0,False
lumped,iʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,iʌ̯ i̯ʌ,0,False
lumped,oʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,oʌ̯,0,False
lumped,yʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,yʌ̯,0,False
lumped,æʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,æʌ̯,0,False
lumped,øʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,øʌ̯,0,False
lumped,œʌ,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,œ̞ʌ̯,0,False
lumped,ɒu,vowel,1,0.00046,0.00091,0.0007,5621380,7247744,,ɒu̯,0,False
lumped,ŋ̤,consonant,3,0.00138,0.00091,0.00059,5619467,6058670,ŋ̤ʱ(1),ŋ̤ʱ,0,False
lumped,m̤p,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,m̤pʰ(1),m̤pʰ,0,False
lumped,n̤s,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,,,0,False
lumped,n̤t,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,n̤tʰ(1),n̤tʰ,0,False
lumped,ŋ̤k,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,ŋ̤kʰ(1),ŋ̤kʰ,0,False
lumped,ɱ̤f,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,,,0,False
lumped,ɲ̤c,consonant,1,0.00046,0.00088,0.00057,5430000,5869203,ɲ̤cʰ(1),ɲ̤cʰ,0,False
lumped,pʷ,consonant,46,0.02113,0.00085,0.00071,5220125,7326179,pʷʰ(2) bʷ(2) p(1) b̥ʷ(1),pʷʰ,1,True
lumped,iɪ,vowel,2,0.00092,0.00085,0.00033,5206670,3386686,,iɪ̯,1,True
lumped,ɯɪ,vowel,1,0.00046,0.00084,0.00033,5200000,3379704,,ɯɪ̯,0,False
lumped,xʲ,consonant,9,0.00413,0.00084,0.00031,5169197,3196921,,xʲː x̟ʲ,1,True
lumped,ɗ|ɗ,consonant,13,0.00597,0.0008,0.00052,4943220,5359042,,ɗ̪|ɗ,0,False
lumped,tʼ|tʼ,consonant,20,0.00919,0.00079,0.00052,4891066,5403890,,t̪ʼ|tʼ,1,True
lumped,ɲ̊,consonant,8,0.00367,0.00077,0.00108,4710000,11206240,ʱɲ̊(1) ɲ̊dʑ(1),,0,False
lumped,dˠ,consonant,4,0.00184,0.00073,0.00054,4505100,5618150,d̥ˠ(1),d̪ˠ,0,False
lumped,tˠ,consonant,4,0.00184,0.00073,0.00054,4505100,5618150,tˠʰ(1),t̪ˠ t̪ˠʰ,0,False
lumped,qχ,consonant,6,0.00276,0.00073,0.00134,4473700,13886345,q(1) qʰ(1) qχʰ(1),qχʰ qχʰː qχː,1,True
lumped,sˠ,consonant,3,0.00138,0.00073,0.00054,4471500,5584550,,,0,False
lumped,mˠ,consonant,2,0.00092,0.00072,0.00054,4461500,5574550,ɱˠ(1) m̥ˠ(1),,0,False
lumped,ŋmɡb,consonant,82,0.03767,0.00071,0.00117,4383000,12093649,,,0,False
lumped,ns,consonant,20,0.00919,0.00071,0.0011,4372800,11358968,,nsʰ,0,False
lumped,uɔ,vowel,10,0.00459,0.00071,0.00047,4350470,4892486,ɔ(1) ua(1),uɔː u̯ɔ u̯ɔː,0,False
lumped,zˠ,consonant,2,0.00092,0.0007,0.00042,4330500,4330500,,z̞̩ˠ,0,False
lumped,ʊu,vowel,2,0.00092,0.0007,0.00042,4330500,4330500,,,0,False
lumped,ðˠ,consonant,1,0.00046,0.0007,0.00042,4320500,4320500,,,0,False
lumped,ɪi,vowel,1,0.00046,0.0007,0.00042,4320500,4320500,,,0,False
lumped,ndʑ,consonant,15,0.00689,0.00069,0.00104,4217000,10761223,,,0,False
lumped,ɣʲ,consonant,3,0.00138,0.00066,0.00028,4070130,2883163,,ɣ̟ʲ,0,False
lumped,z͇,consonant,2,0.00092,0.00065,0.00039,4010000,4010000,ɾ(1) r(1) z͇̥(1),,0,False
lumped,ɔy,vowel,2,0.00092,0.00065,0.00107,4002000,11022953,,ɔy̯ː,0,False
lumped,æʉ,vowel,1,0.00046,0.00065,0.00107,4000000,11020953,,,0,False
lumped,ŋk,consonant,44,0.02021,0.00064,0.00351,3935920,36333523,ŋkʰ(2) ŋkʲ(1) ŋkp(1) ŋɡ(1),ŋkʰ,1,True
lumped,nt,consonant,44,0.02021,0.00064,0.00352,3926720,36430313,ntʰ(3) nd(1),ntʰ n̠t̠ n̪t̪ n̪t̪ʰ,1,True
lumped,ɯ̃,vowel,29,0.01332,0.00062,0.00042,3841462,4365888,ɯ̥̃(1) ŋ(1) nʲ(1) m(1) mʲ(1) ŋʲ(1) n(1) ɯ̃i(1),ɯ̃ː,0,False
lumped,mp,consonant,40,0.01837,0.00058,0.00344,3584720,35569732,mpʰ(4) mb(1) mʙ̥(1),mpʰ,1,True
lumped,l̥|l̥,consonant,8,0.00367,0.00058,0.00074,3567655,7603028,,l̪̥|l̥,0,False
lumped,ɛə,vowel,2,0.00092,0.00057,0.00038,3510032,3951962,,,0,False
lumped,ãi,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,ãi ãi̯,0,False
lumped,ĩə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,ĩə,0,False
lumped,ũə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,ũə,0,False
lumped,ɔə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,ɔːə,0,False
lumped,ɛ̃ə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,,0,False
lumped,ɯ̃ə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,,0,False
lumped,ʌə,vowel,1,0.00046,0.00057,0.00038,3500032,3941868,,,0,False
lumped,qʷʼ,consonant,19,0.00873,0.00057,0.00024,3483575,2431815,,qʷʼː,0,False
lumped,ɳɖʐ,consonant,11,0.00505,0.00052,0.00094,3190250,9716340,ɳʈʂ(1),,0,False
lumped,r̥,consonant,30,0.01378,0.0005,0.00056,3071975,5832677,ɾ̥(3) r(1) r̥ʲ(1) ɾ̥ʷ(1) hr(1),r̥ː r̺̥ ɹ̥ ɾ̥,1,True
lumped,ɔʊ,vowel,2,0.00092,0.0005,0.00051,3060000,5236208,,ɔʊ̯,0,False
lumped,æ̃ɪ̃,vowel,1,0.00046,0.0005,0.00029,3050000,3050000,,æ̃ɪ̯̃,0,False
lumped,ɔ̃ʊ̃,vowel,1,0.00046,0.0005,0.00029,3050000,3050000,,ɔ̃ʊ̯̃,0,False
lumped,tθ,consonant,4,0.00184,0.00049,0.0006,3031325,6164087,tθʰ(3) θ(1) tθˀ(1),t̪θ t̪θʰ t̪θ̪,0,False
lumped,ʃʷ,consonant,29,0.01332,0.00049,0.00045,3029485,4666659,,ʃʷː,1,True
lumped,dð,consonant,2,0.00092,0.00049,0.00059,3010000,6141673,tθ͉(1) ð(1),d̪ð d̪ð̪,0,False
lumped,ɱf,consonant,11,0.00505,0.00048,0.00061,2932800,6352685,,,0,False
lumped,tʷ,consonant,47,0.02159,0.00048,0.00055,2932780,5684296,tʷʰ(3) tɥ(1),tʷʰ t̪ʷ t̪ʷʰ,0,False
lumped,ŋ̊,consonant,8,0.00367,0.00044,0.00026,2713900,2713900,ʱŋ̊(1) ŋ̊ɡ(1),,0,False
lumped,ȵ,consonant,323,0.14837,0.00044,0.00026,2713167,2713132,nʷʲ(1),,1,True
lumped,ʜ,consonant,6,0.00276,0.00041,0.00025,2505187,2598911,,ʜː,0,False
lumped,ȶ,consonant,262,0.12035,0.00037,0.00022,2260325,2260290,,,1,True
lumped,ɬʼ,consonant,5,0.0023,0.00036,0.00017,2205900,1710383,tɬʼ(1),,0,False
lumped,tʷʼ,consonant,4,0.00184,0.00035,0.00016,2166120,1637395,,t̪ʷʼ,0,False
lumped,ʔʷ,consonant,15,0.00689,0.00034,0.00016,2106000,1632512,,,0,False
lumped,aˤ,vowel,8,0.00367,0.00034,0.0002,2073148,2073148,ɑˤ(1) ɛɒˤ(1),aˤː ɐˤ ɑˤː,1,True
lumped,oˤ,vowel,6,0.00276,0.00033,0.0002,2053148,2053148,oɒˤ(1),oˤː o̞ˤ o̞ˤː,1,True
lumped,ɞ,vowel,4,0.00184,0.00033,0.0002,2030000,2030000,,ɞː ɞ̠ ɞ̠ː,0,False
lumped,e̥,vowel,2,0.00092,0.00033,0.00019,2010000,2010000,,e̞̥ e̥ː,0,False
lumped,r̹,consonant,2,0.00092,0.00033,0.00082,2010000,8506240,,ɹ̪̹̩ ɻ̹̩,0,False
lumped,ɔˤ,vowel,2,0.00092,0.00033,0.00019,2010000,2010000,ɔɒˤ(1),ɔˤː,0,False
lumped,ʊˤ,vowel,2,0.00092,0.00033,0.00019,2010000,2010000,ʊɒˤ(1),ʊˤː,0,False
lumped,aɵ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,,aɵ̯,0,False
lumped,ɞʏ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,,ɞʏ̯,0,False
lumped,ʌˤ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,ɪɒ(1),ʌˤː,0,False
lumped,ɬ|ɬ,consonant,20,0.00919,0.00032,0.00018,1993489,1904542,,ɬ̪|ɬ ɬ̪ː|ɬː,1,True
lumped,ɳɖ,consonant,9,0.00413,0.00032,0.00019,1960512,2005320,,,0,False
lumped,fʼ,consonant,2,0.00092,0.00029,0.00012,1790110,1238370,,,0,False
lumped,ntʃ,consonant,22,0.01011,0.00029,0.00049,1773120,5075900,ntʃʰ(1),n̠t̠ʃ n̠t̠ʃʰ,0,False
lumped,ɡǃ,consonant,6,0.00276,0.00027,0.00021,1684600,2169848,ɡǃʱ(1),ɡǃʱ ɡǃ̠,0,False
lumped,ɡǀ,consonant,6,0.00276,0.00027,0.00021,1661000,2146248,ɡǀʱ(1),ɡǀʱ,0,False
lumped,ʃʼ,consonant,7,0.00322,0.00027,0.00011,1648000,1180719,,ʃʼː ʃ̞ʼ,0,False
lumped,ɡǁ,consonant,4,0.00184,0.00026,0.0002,1627000,2112248,,,0,False
lumped,a̙,vowel,2,0.00092,0.00026,0.00024,1583410,2457601,,a̙ː a̟̙ː ɑ̙,0,False
lumped,nɬ,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,,0,False
lumped,nɮ,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,,0,False
lumped,ŋkx,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,,0,False
lumped,ȴ,consonant,181,0.08314,0.00025,0.00015,1558459,1558424,,,1,True
lumped,tsʷ,consonant,12,0.00551,0.00025,0.00026,1514110,2678594,tsʷʰ(4) tʃʷ(1),tsʷʰ t̪s̪ʷ t̪s̪ʷʰ,0,False
lumped,ɬʷ,consonant,2,0.00092,0.00024,0.00018,1488500,1809875,,,0,False
lumped,a̰,vowel,21,0.00965,0.00023,0.00016,1437187,1607145,,a̰ː a̰ˑ ɑ̰ː,0,False
lumped,uõ,vowel,3,0.00138,0.00023,0.00015,1418900,1574031,,u̯õ u̯õː,0,False
lumped,iẽ,vowel,3,0.00138,0.00023,0.00015,1417900,1573031,,iẽ iẽː i̯ẽ,0,False
lumped,ḭ,vowel,18,0.00827,0.00023,0.00015,1417084,1587042,,ḭ ḭː ḭˑ,0,False
lumped,ṵ,vowel,17,0.00781,0.00023,0.00015,1410084,1580042,,ṵ ṵː,0,False
lumped,j̥,consonant,17,0.00781,0.00023,0.00018,1409080,1849632,ç(1),,1,True
lumped,tsʷʼ,consonant,2,0.00092,0.00023,9e-05,1400110,971665,,t̪s̪ʷʼ,0,False
lumped,xk,consonant,1,0.00046,0.00023,0.00015,1393900,1549031,,,0,False
lumped,qχʼ,consonant,6,0.00276,0.00022,0.00012,1372420,1246564,,qχʼː,1,True
lumped,ɛ̰,vowel,8,0.00367,0.00022,0.00015,1353093,1523051,,ɛ̰ː ɛ̰ˑ,0,False
lumped,ɔ̰,vowel,6,0.00276,0.00022,0.00015,1346000,1515958,,ɔ̰ː ɔ̰ˑ,0,False
lumped,ʄ̥,consonant,3,0.00138,0.00022,0.00021,1326000,2199225,,,0,False
lumped,nʷ,consonant,29,0.01332,0.00021,0.00037,1314000,3846359,nɥ(1),n̪ʷ,0,False
lumped,bv,consonant,19,0.00873,0.0002,0.00021,1243267,2153344,v(1),,0,False
lumped,ɴq,consonant,4,0.00184,0.0002,0.00028,1230000,2908353,ɴqʰ(1),ɴqʰ,0,False
lumped,ndʲ,consonant,5,0.0023,0.0002,0.00017,1217000,1730050,ntʲʰ(1) ɲɟʝ(1),,0,False
lumped,tʲʼ,consonant,3,0.00138,0.00019,8e-05,1160610,822724,,t̪ʲʼ,0,False
lumped,d̰|d̰,consonant,3,0.00138,0.00019,0.00011,1160000,1160000,,d̪̰|d̰,0,False
lumped,ʒʷ,consonant,11,0.00505,0.00019,0.0001,1157580,988770,jʷ(1),,1,True
lumped,ɨa,vowel,4,0.00184,0.00019,0.00011,1150000,1131306,,ɨä̠,0,False
lumped,ɱ,consonant,16,0.00735,0.00018,0.00013,1124800,1297800,,,0,False
lumped,tsʼ|tsʼ,consonant,15,0.00689,0.00017,0.00013,1055796,1392455,,t̪s̪ʼ|tsʼ t̪s̪ʼː|tsʼː,1,True
lumped,mˀ,consonant,7,0.00322,0.00017,0.00012,1051930,1221579,,,1,True
lumped,nˀ,consonant,7,0.00322,0.00017,0.00012,1051930,1221579,,,1,True
lumped,j̰,consonant,25,0.01148,0.00017,0.00014,1041237,1457374,ˀj̥(1) dj(1) jʔ(1),,1,True
lumped,w̰,consonant,26,0.01194,0.00017,0.00014,1036367,1453948,ˀw̥(1) wʔ(1) w̃(1),,1,True
lumped,aˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,a̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,eˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,iˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,ŋˀ,consonant,1,0.00046,0.00016,8e-05,1000000,869988,,,0,False
lumped,ɔ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ɔ̙ː,0,False
lumped,ɛˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,ɛ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ɛ̙ː,0,False
lumped,ɛ̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,ɪˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,ɪ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,e̙(1),ɪ̙ː,0,False
lumped,ɪ̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,,0,False
lumped,ʊ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ʊ̙ː,0,False
lumped,tɬʼ|tɬʼ,consonant,11,0.00505,0.00016,9e-05,989064,901207,,t̪ɬ̪ʼ|tɬʼ t̪ɬ̪ʼː|tɬʼː,1,True
lumped,lʷ,consonant,28,0.01286,0.00016,0.00017,982000,1786493,lɥ(1),l̪ʷ,0,False
lumped,n̥tʃ,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,n̠̥t̠ʃ,0,False
lumped,n̥ʃ,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,,0,False
lumped,ɱ̥f,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,,0,False
lumped,tʃʷʼ,consonant,5,0.0023,0.00016,8e-05,969698,815852,,t̠ʃʷʼ,1,True
lumped,tɬ|tɬ,consonant,8,0.00367,0.00016,8e-05,959064,871207,,t̪ɬ̪|tɬ t̪ɬ̪ʰ|tɬʰ t̪ɬ̪ː|tɬː,1,True
lumped,ɤ̃,vowel,9,0.00413,0.00015,0.0001,948170,1081609,ɯ̃(1),ɤ̃ː ɤ̞̃ ɤ̟̞̃,0,False
lumped,ʊ̤,vowel,3,0.00138,0.00015,7e-05,920000,731407,,ʊ̤ː,0,False
lumped,ɵ̤,vowel,2,0.00092,0.00015,7e-05,910000,721407,,ɵ̤ː,0,False
